"iter","time","maxviolation","meanviolation","cost",
0,0,1.2262,0.31639,23.7969,
1,0.17948,1.5306,0.2948,0.14269,
2,0.39526,1.47,0.23499,2.4357,
3,0.58317,1.4494,0.10905,33.3073,
4,0.89153,0.012398,0.0025868,91.4618,
5,1.0516,0.008358,0.0017727,91.6898,
6,1.2041,0.0056521,0.0012126,91.8475,
7,1.3409,0.0038308,0.00082828,91.9562,
8,1.48,0.0026005,0.00056528,92.0308,
9,1.6115,0.0017673,0.00038556,92.0819,
10,1.7496,0.001202,0.00026288,92.1168,
11,1.8747,0.00081798,0.00017919,92.1407,
12,1.9941,0.00055684,0.00012212,92.1569,
13,2.1118,0.00037917,8.3222e-05,92.168,
14,2.2456,0.00025823,5.6708e-05,92.1756,
15,2.3577,0.00017588,3.8639e-05,92.1808,
16,2.487,0.00011981,2.6326e-05,92.1843,
17,2.5928,8.1615e-05,1.7937e-05,92.1867,
18,2.7229,5.5599e-05,1.2221e-05,92.1883,
19,2.8346,3.7876e-05,8.3259e-06,92.1894,
20,2.9662,2.5804e-05,5.6726e-06,92.1902,
21,3.0762,1.758e-05,3.8647e-06,92.1907,
22,3.1839,1.1976e-05,2.6332e-06,92.1911,
23,3.2936,8.1592e-06,1.7939e-06,92.1913,
24,3.3737,5.563e-06,1.2191e-06,92.1915,
25,3.4812,3.7877e-06,8.3218e-07,92.1916,
26,3.5067,3.7877e-06,8.3218e-07,92.1916,
27,3.5325,3.7877e-06,8.3218e-07,92.1916,
28,3.5575,3.7877e-06,8.3218e-07,92.1916,
29,3.5833,3.7877e-06,8.3218e-07,92.1916,
30,3.6094,3.7877e-06,8.3218e-07,92.1916,
