"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,23.7969,94.6022,0.00017633,NaN,NaN,NaN,NaN,1,94.6483,1.2262,0.31639,
1,53.0993,62946844617.709,0.051291,1,0,0.83561,0,14425705987.5682,62946844617.709,1.048,0.2851,
2,86.1636,32398549680.5559,0.095198,1,0,0.77476,1,14425705987.5682,32398549680.5559,0.85471,0.19774,
3,99.6128,12176748102.8802,0.13823,1,0,0.67672,1,14425705987.5682,12176748102.8802,0.63473,0.14129,
4,97.5992,14234842125.6383,0.18101,1,0,0.67299,1,14425705987.5682,14234842125.6383,0.659,0.12788,
5,94.7166,798075484.3764,0.22438,0.25,0,0.65075,1,14425705987.5682,798075484.3764,0.53774,0.12763,
6,95.5094,290209150.3703,0.26761,1,0,1.5143,1,14425705987.5682,290209150.3703,0.40853,0.059227,
7,94.2709,828377817.1423,0.31081,1,0,0.67505,1,14425705987.5682,828377817.1423,0.15812,0.017519,
8,93.4952,314844315.3145,0.35459,1,0,0.19995,1,14425705987.5682,314844315.3145,0.012167,0.0021722,
9,93.5409,139264766.0158,0.39811,1,0,0.073469,1,14425705987.5682,139264766.0158,0.0020852,0.00027895,
10,93.4884,619516.687,0.44027,1,0,0.003925,1,14425705987.5682,619516.687,0.00063109,6.1718e-05,
11,93.4855,20403.4098,0.48774,1,0,0.0018014,1,14425705987.5682,20403.4098,8.4339e-07,9.0308e-08,
12,93.4855,4.013,0.53301,1,0,1.1997e-06,1,14425705987.5682,4.013,2.1054e-09,7.6374e-11,
13,93.4855,0.00041017,0.57582,1,0,3.3218e-09,1,14425705987.5682,0.00041017,1.3747e-10,1.1441e-11,
