"iter","time","maxviolation","meanviolation","cost",
0,0,37.9704,37.9704,59.6938,
1,0.12961,0.83466,0.83466,30.6376,
2,0.32948,0.086318,0.086318,31.3198,
3,0.39216,0.024394,0.024394,31.5499,
4,0.44765,0.019233,0.019233,31.5792,
5,0.49429,0.015258,0.015258,31.6046,
6,0.54184,0.01221,0.01221,31.6264,
7,0.56246,0.0098943,0.0098943,31.6448,
8,0.62106,0.0081681,0.0081681,31.66,
9,0.74076,0.0023468,0.0023468,31.7302,
10,0.833,0.0018476,0.0018476,31.7394,
11,0.92265,0.0014629,0.0014629,31.7473,
12,1.0341,0.0011675,0.0011675,31.7541,
13,1.1007,0.00094227,0.00094227,31.7599,
14,1.1911,0.00077331,0.00077331,31.7648,
15,1.3803,0.00022574,0.00022574,31.7862,
16,1.4983,0.0001775,0.0001775,31.789,
17,1.686,0.00014029,0.00014029,31.7915,
18,1.7926,0.00011169,0.00011169,31.7936,
19,1.9227,8.9826e-05,8.9826e-05,31.7955,
20,2.0517,7.333e-05,7.333e-05,31.797,
21,2.2297,2.1718e-05,2.1718e-05,31.8035,
22,2.3672,1.7058e-05,1.7058e-05,31.8044,
23,2.4922,1.3461e-05,1.3461e-05,31.8052,
24,2.5081,1.0692e-05,1.0692e-05,31.8058,
25,2.6896,8.572e-06,8.572e-06,31.8064,
26,2.7034,6.965e-06,6.965e-06,31.8069,
27,2.7256,2.0901e-06,2.0901e-06,31.8089,
28,2.7419,1.6398e-06,1.6398e-06,31.8092,
29,3.064,1.2921e-06,1.2921e-06,31.8094,
30,3.0803,1.0243e-06,1.0243e-06,31.8096,
31,3.0965,8.1882e-07,8.1882e-07,31.8098,
32,3.1085,8.1883e-07,8.1883e-07,31.8098,
33,3.1164,8.1882e-07,8.1882e-07,31.8098,
