"iter","time","maxviolation","meanviolation","cost",
0,0,5.084,5.084,38.5553,
1,0.16396,0.64355,0.64355,21.8233,
2,0.33489,0.045529,0.045529,22.7148,
3,0.3469,0.045529,0.045529,22.7148,
4,0.3595,0.045529,0.045529,22.7148,
5,0.70504,0.0038268,0.0038268,22.9267,
6,0.71992,0.0038268,0.0038268,22.9267,
7,0.7339,0.0038268,0.0038268,22.9267,
8,0.74761,0.0038268,0.0038268,22.9267,
9,0.75947,0.0038268,0.0038268,22.9267,
10,0.76987,0.0038268,0.0038268,22.9267,
11,1.5969,0.00033758,0.00033758,22.9862,
12,1.6117,0.00033758,0.00033758,22.9862,
13,1.6269,0.00033758,0.00033758,22.9862,
14,1.6422,0.00033758,0.00033758,22.9862,
15,1.6571,0.00033758,0.00033758,22.9862,
16,1.6959,0.00033757,0.00033757,22.9862,
17,2.3146,3.0201e-05,3.0201e-05,23.0037,
18,2.3451,3.0201e-05,3.0201e-05,23.0037,
19,2.3735,3.0201e-05,3.0201e-05,23.0037,
20,2.3949,3.0201e-05,3.0201e-05,23.0037,
21,2.415,3.0201e-05,3.0201e-05,23.0037,
22,2.4361,3.0201e-05,3.0201e-05,23.0037,
23,2.4636,3.0201e-05,3.0201e-05,23.0037,
24,3.2317,2.7132e-06,2.7132e-06,23.0089,
25,3.2644,2.7132e-06,2.7132e-06,23.0089,
26,3.3035,2.7132e-06,2.7132e-06,23.0089,
27,3.3425,2.7132e-06,2.7132e-06,23.0089,
28,3.3806,2.7132e-06,2.7132e-06,23.0089,
29,3.4304,2.7132e-06,2.7132e-06,23.0089,
30,5.5541,3.2153e-07,3.2153e-07,23.0104,
31,5.844,2.4405e-07,2.4405e-07,23.0105,
32,5.8884,2.4405e-07,2.4405e-07,23.0105,
