"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,16.3476,16.3476,44.3313,38.0667,
1,0.27736,0.018562,0.018562,19.4808,0.67659,
2,0.29324,0.016427,0.016427,19.4831,0.64979,
3,0.31528,0.012426,0.012426,19.4876,0.60335,
4,0.33697,0.010144,0.010144,19.4905,0.6092,
5,0.36071,0.0068497,0.0068497,19.4952,0.56293,
6,0.38226,0.0052883,0.0052883,19.4978,0.57538,
7,0.40481,0.0043674,0.0043674,19.4995,0.58272,
8,0.43678,0.0029923,0.0029923,19.5024,0.54208,
9,0.46396,0.0023262,0.0023262,19.5041,0.55598,
10,0.48819,0.0019296,0.0019296,19.5051,0.56464,
11,0.52226,0.0013286,0.0013286,19.507,0.52767,
12,0.55277,0.0010357,0.0010357,19.508,0.54275,
13,0.5933,0.00086014,0.00086014,19.5087,0.55229,
14,0.63105,0.00059334,0.00059334,19.5099,0.51782,
15,0.66633,0.00046288,0.00046288,19.5106,0.53368,
16,0.70133,0.00038464,0.00038464,19.5111,0.54387,
17,0.7503,0.00026555,0.00026555,19.5119,0.51112,
18,0.79396,0.00020723,0.00020723,19.5123,0.52755,
19,0.83268,0.00017223,0.00017223,19.5126,0.5382,
20,0.88794,0.00011894,0.00011894,19.5132,0.5066,
21,0.96133,9.2834e-05,9.2834e-05,19.5135,0.52342,
22,1.0452,7.7162e-05,7.7162e-05,19.5137,0.53438,
23,1.1159,5.3291e-05,5.3291e-05,19.514,0.50356,
24,1.2444,4.1596e-05,4.1596e-05,19.5142,0.52064,
25,1.3811,3.4574e-05,3.4574e-05,19.5144,0.53182,
26,1.4584,2.3976e-05,2.3976e-05,19.5146,0.50123,
27,1.4655,2.3975e-05,2.3975e-05,19.5146,0.50123,
28,1.578,1.6261e-05,1.6261e-05,19.5148,0.48188,
29,1.5888,1.6261e-05,1.6261e-05,19.5148,0.48188,
30,1.7684,9.5638e-06,9.5638e-06,19.515,0.51494,
31,1.7699,9.5638e-06,9.5638e-06,19.515,0.51494,
