"iter","time","maxviolation","meanviolation","cost",
0,0,3.2651,3.2651,41.642,
1,0.11361,0.15035,0.15035,25.4766,
2,0.14703,0.036364,0.036364,25.6069,
3,0.18563,0.028344,0.028344,25.6207,
4,0.21454,0.022254,0.022254,25.6323,
5,0.24959,0.017623,0.017623,25.6422,
6,0.28362,0.014127,0.014127,25.6504,
7,0.31546,0.01152,0.01152,25.6572,
8,0.37803,0.0032538,0.0032538,25.6861,
9,0.41557,0.0025465,0.0025465,25.6898,
10,0.46089,0.0020032,0.0020032,25.693,
11,0.50355,0.0015867,0.0015867,25.6957,
12,0.54872,0.0012689,0.0012689,25.698,
13,0.59846,0.0010287,0.0010287,25.7,
14,0.73592,0.00030523,0.00030523,25.708,
15,0.77731,0.0002391,0.0002391,25.7091,
16,0.81915,0.00018813,0.00018813,25.71,
17,0.92189,0.0001489,0.0001489,25.7109,
18,1.0484,0.00011883,0.00011883,25.7116,
19,1.1302,9.5954e-05,9.5954e-05,25.7122,
20,1.2496,7.884e-05,7.884e-05,25.7126,
21,1.3256,2.2818e-05,2.2818e-05,25.7149,
22,1.5059,1.7941e-05,1.7941e-05,25.7151,
23,1.6946,1.4181e-05,1.4181e-05,25.7154,
24,1.8709,1.1293e-05,1.1293e-05,25.7156,
25,2.0589,9.0871e-06,9.0871e-06,25.7158,
26,2.2311,7.4253e-06,7.4253e-06,25.716,
27,2.4651,2.1898e-06,2.1898e-06,25.7166,
28,2.6767,1.7201e-06,1.7201e-06,25.7167,
29,2.9504,1.3577e-06,1.3577e-06,25.7168,
30,2.9663,1.0789e-06,1.0789e-06,25.7169,
31,3.2149,8.6533e-07,8.6533e-07,25.7169,
32,3.2165,8.6533e-07,8.6533e-07,25.7169,
