"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,20.7443,20.7443,44.9994,34.1582,
1,0.046654,0.48206,0.48206,36.21,3.4125,
2,0.069221,0.15704,0.15704,36.7535,2.6298,
3,0.10014,0.098027,0.098027,36.8803,2.6191,
4,0.12367,0.073353,0.073353,36.9407,2.5941,
5,0.14431,0.05961,0.05961,36.9774,2.5673,
6,0.16956,0.040077,0.040077,37.0355,2.29,
7,0.19248,0.030929,0.030929,37.0664,2.3068,
8,0.21445,0.025555,0.025555,37.0863,2.3098,
9,0.2468,0.017527,0.017527,37.1196,2.095,
10,0.27973,0.013645,0.013645,37.138,2.1348,
11,0.315,0.011326,0.011326,37.15,2.154,
12,0.34528,0.0078123,0.0078123,37.1706,1.9726,
13,0.38782,0.0060964,0.0060964,37.1822,2.0264,
14,0.42567,0.0050669,0.0050669,37.1898,2.0557,
15,0.471,0.0035,0.0035,37.203,1.894,
16,0.51119,0.0027325,0.0027325,37.2105,1.9567,
17,0.55538,0.0022717,0.0022717,37.2155,1.9923,
18,0.59607,0.0015695,0.0015695,37.2241,1.8429,
19,0.64717,0.0012254,0.0012254,37.2289,1.9114,
20,0.69641,0.0010187,0.0010187,37.2322,1.9511,
21,0.77354,0.00070376,0.00070376,37.2379,1.8095,
22,0.83255,0.00054941,0.00054941,37.2411,1.8816,
23,0.9009,0.00053774,0.00053774,37.2413,1.8871,
24,0.99953,0.0003966,0.0003966,37.2447,1.7073,
25,1.0021,0.0003966,0.0003966,37.2447,1.7073,
26,1.0926,0.00024944,0.00024944,37.249,1.6031,
27,1.094,0.00024944,0.00024944,37.249,1.6031,
28,1.2079,0.00013903,0.00013903,37.2531,1.6538,
29,1.2097,0.00013903,0.00013903,37.2531,1.6538,
30,1.3304,7.1609e-05,7.1609e-05,37.2565,1.8022,
31,1.3319,7.1609e-05,7.1609e-05,37.2565,1.8022,
