"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L",
1,25,0.02,1,5000,3600,1e-08,1,8,0,0,-1,-1,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,
,,,,,,,,0,7,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,
,,,,,,,,0,-1,6,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,-1,-1,6,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,0,0,0,5,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,
,,,,,,,,0,-1,-1,0,-1,6,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,0,-1,-1,-1,0,10,-1,-1,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,
,,,,,,,,-1,-1,0,0,0,0,-1,5,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,-1,0,-1,-1,-1,-1,-1,8,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,-1,0,-1,-1,-1,0,6,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,
,,,,,,,,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,
,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,
,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
