,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,4.3808000000000005e-05
1,0.68958,0.063318,1.1981,0.067994
2,1.5398,0.072443,2.4903,0.12993
3,1.6408,0.093946,2.602,0.18935
4,1.7443,0.14456,2.7164,0.24986999999999998
5,1.8326,0.1867,2.8463,0.31854
6,1.916,0.19722,2.8627,0.38275
7,2.0125,0.25273,2.9519,0.44761999999999996
8,2.0868,0.30535999999999996,2.9906,0.50662
9,2.1663,0.31659,3.0106,0.56675
10,2.2314,0.32813000000000003,3.0587,0.62912
11,2.2896,0.34087,3.0787,0.68824
12,2.3592,0.35381999999999997,3.1042,0.74757
13,2.4089,0.36651999999999996,3.1224,0.80705
14,2.4257,0.37933,3.1427,0.8654700000000001
15,2.4478,0.39029,3.1628,0.92368
16,2.4595,0.40468000000000004,3.1813,0.9821799999999999
17,2.4708,0.41727,3.2012,1.0417
18,2.4821,0.43268999999999996,3.2188,1.1004
19,2.4926,0.44693999999999995,3.2402,1.1595
20,2.5067,0.46237,3.2617,1.217
21,2.5216,0.47596000000000005,3.2838,1.2755
22,2.535,0.49195,3.3046,1.3336
23,2.5515,0.50756,3.3277,1.3945
24,2.5691,0.52408,3.3485,1.4548
25,2.5866,0.54042,3.3719,1.5134
26,2.6084,0.55871,3.3939999999999997,1.5723
27,2.6278,0.57531,3.4183,1.6298
28,2.6485,0.59323,3.4412,1.6879
29,2.6682,0.61056,3.4657,1.7465
30,2.6899,0.6291899999999999,3.4879,1.8044
31,2.7147,0.64708,3.5148,1.8622
32,2.7342,0.6661100000000001,3.5397,1.9201
33,2.7584,0.68165,3.5669999999999997,1.9795
34,2.7825,0.70086,3.5924,2.0395
35,2.8077,0.71887,3.6185,2.099
36,2.8318,0.73814,3.6452,2.1639
37,2.8557,0.75554,3.6708,2.2373
38,2.8832,0.7748,3.6965,2.2989
39,2.9123,0.79278,3.7227,2.3597
40,2.9538,0.8114899999999999,3.7491,2.417
41,2.9973,0.8301200000000001,3.7749,2.4752
42,3.0395,0.8468399999999999,3.8006,2.5318
43,3.0831,0.8634,3.8267,2.591
44,3.1266,0.8826299999999999,3.8524,2.6491
45,3.1709,0.89959,3.8782,2.7058
46,3.2147,0.91874,3.9036,2.7633
47,3.2593,0.93419,3.9298,2.82
48,3.3039,0.9533,3.9558,2.8771
49,3.3488,0.96795,3.9812,2.9414
50,3.3946,0.9871,4.0067,3.0043
51,3.4377,1.0074,4.0333,3.0642
52,3.4838,1.0276,4.0584,3.1227
53,3.5284,1.0451,4.0849,3.1860000000000004
54,3.5774,1.0643,4.1108,3.2457
55,3.6327,1.0818,4.1381,3.3034
56,3.6838,1.101,4.1631,3.3617
57,3.7289999999999996,1.117,4.1887,3.4186
58,3.7799,1.137,4.2168,3.4774
59,3.8242,1.1527,4.2413,3.5345
60,3.8761,1.1723,4.2684,3.5916
61,3.9231,1.1909999999999998,4.292,3.6485
