"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
2,10,0.01,1,10,10000,180,4,-1,0,-1,-1,0,0,0,0,-1,0.92812,-0.98916,0.84831,-0.88371,-0.75902,-0.98811,0.72065,-0.67363,0.46351,-0.90683,
,,,,,,,-1,6,-1,0,0,-1,-1,0,-1,-1,0.37229,0.14681,0.52951,0.46804,0.65107,0.15377,0.6933,0.73907,0.88609,0.42149,
,,,,,,,0,-1,5,0,-1,0,-1,0,-1,-1,,,,,,,,,,,
,,,,,,,-1,0,0,2,0,0,0,-1,0,0,,,,,,,,,,,
,,,,,,,-1,0,-1,0,4,0,0,0,-1,-1,,,,,,,,,,,
,,,,,,,0,-1,0,0,0,4,-1,-1,-1,0,,,,,,,,,,,
,,,,,,,0,-1,-1,0,0,-1,5,0,-1,-1,,,,,,,,,,,
,,,,,,,0,0,0,-1,0,-1,0,3,-1,0,,,,,,,,,,,
,,,,,,,0,-1,-1,0,-1,-1,-1,-1,6,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,-1,0,-1,0,0,5,,,,,,,,,,,
