"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
4,10,0.04,1,4,10000,180,3,0,0,-1,0,0,0,0,-1,-1,0.89157,-0.99718,-0.15574,0.75663,-0.16868,0.73263,-0.27457,0.97404,0.82666,-0.99967,
,,,,,,,0,5,0,0,-1,-1,0,-1,-1,-1,0.45288,-0.075088,0.9878,-0.65384,-0.98567,-0.68063,-0.96157,-0.22637,0.5627,-0.025555,
,,,,,,,0,0,5,-1,-1,-1,0,-1,0,-1,,,,,,,,,,,
,,,,,,,-1,0,-1,7,-1,-1,-1,-1,-1,0,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,6,0,-1,0,-1,-1,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,0,7,-1,-1,-1,-1,,,,,,,,,,,
,,,,,,,0,0,0,-1,-1,-1,3,0,0,0,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,0,-1,0,5,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,-1,-1,-1,0,0,5,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,-1,-1,0,-1,0,6,,,,,,,,,,,
