"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
3,10,0.02,1,6,10000,180,5,0,-1,-1,0,-1,-1,0,0,-1,0.91652,0.40163,0.96907,-0.90359,-0.40715,0.59471,0.90349,0.13342,1,-0.16878,
,,,,,,,0,6,0,-1,0,-1,-1,-1,-1,-1,0.39998,0.9158,0.24679,0.42839,-0.91336,0.80394,-0.4286,0.99106,0.0010225,0.98565,
,,,,,,,-1,0,5,-1,0,-1,-1,-1,0,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,8,-1,-1,-1,-1,0,-1,,,,,,,,,,,
,,,,,,,0,0,0,-1,3,0,-1,0,-1,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,-1,0,5,0,-1,0,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,-1,-1,0,5,0,0,0,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,0,-1,0,4,0,0,,,,,,,,,,,
,,,,,,,0,-1,0,0,-1,0,0,0,3,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,-1,0,0,0,0,-1,4,,,,,,,,,,,
