"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
4,10,0.03,1,8,10000,180,4,0,-1,0,-1,0,0,-1,-1,0,-0.1456,-0.97659,-0.76841,0.70374,0.14886,-0.99085,-0.51164,-0.66523,-0.76224,0.66315,
,,,,,,,0,2,0,0,-1,0,0,0,0,-1,-0.98934,-0.21509,0.63996,-0.71046,0.98886,-0.13499,-0.8592,0.74663,0.6473,0.74849,
,,,,,,,-1,0,3,0,0,-1,0,0,0,-1,,,,,,,,,,,
,,,,,,,0,0,0,3,0,-1,0,-1,-1,0,,,,,,,,,,,
,,,,,,,-1,-1,0,0,6,-1,-1,0,-1,-1,,,,,,,,,,,
,,,,,,,0,0,-1,-1,-1,7,-1,-1,-1,-1,,,,,,,,,,,
,,,,,,,0,0,0,0,-1,-1,5,-1,-1,-1,,,,,,,,,,,
,,,,,,,-1,0,0,-1,0,-1,-1,5,0,-1,,,,,,,,,,,
,,,,,,,-1,0,0,-1,-1,-1,-1,0,6,-1,,,,,,,,,,,
,,,,,,,0,-1,-1,0,-1,-1,-1,-1,-1,7,,,,,,,,,,,
