"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
1,10,0.01,1,4,10000,180,6,-1,0,-1,-1,-1,0,-1,-1,0,-0.45908,-0.66407,0.9081,-0.99957,-0.85568,-0.99818,0.6785,-0.44613,-0.94768,0.93847,
,,,,,,,-1,4,0,-1,-1,0,0,0,-1,0,0.88839,-0.74767,-0.41875,0.029372,-0.51751,0.060323,-0.7346,-0.89497,-0.31921,-0.34535,
,,,,,,,0,0,5,-1,-1,-1,-1,-1,0,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,6,0,0,-1,0,-1,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,5,0,-1,-1,0,0,,,,,,,,,,,
,,,,,,,-1,0,-1,0,0,3,0,0,-1,0,,,,,,,,,,,
,,,,,,,0,0,-1,-1,-1,0,3,0,0,0,,,,,,,,,,,
,,,,,,,-1,0,-1,0,-1,0,0,4,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,0,-1,0,-1,0,0,4,0,,,,,,,,,,,
,,,,,,,0,0,0,-1,0,0,0,-1,0,2,,,,,,,,,,,
