"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
4,10,0.02,1,8,10000,180,4,0,-1,-1,-1,0,0,0,-1,0,0.56524,0.5497,0.26993,-0.9989,-0.92935,0.99778,-0.46408,-0.37211,0.24206,-0.11988,
,,,,,,,0,4,0,-1,0,-1,-1,0,0,-1,-0.82492,0.83536,0.96288,-0.046811,0.3692,0.066622,0.88579,0.92819,-0.97026,0.99279,
,,,,,,,-1,0,7,-1,0,-1,-1,-1,-1,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,6,0,0,-1,-1,-1,0,,,,,,,,,,,
,,,,,,,-1,0,0,0,4,-1,-1,-1,0,0,,,,,,,,,,,
,,,,,,,0,-1,-1,0,-1,4,0,-1,0,0,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,-1,0,5,0,0,-1,,,,,,,,,,,
,,,,,,,0,0,-1,-1,-1,-1,0,5,0,-1,,,,,,,,,,,
,,,,,,,-1,0,-1,-1,0,0,0,0,4,-1,,,,,,,,,,,
,,,,,,,0,-1,-1,0,0,0,-1,-1,-1,5,,,,,,,,,,,
