"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
1,100,0.04,4,8,10000,180,13,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.96592,-0.40751,0.92271,0.95008,0.88826,0.65461,0.92628,-0.48778,0.15108,0.047727,-0.33042,-0.6771,0.76874,-0.27724,-0.81886,0.99332,-0.78253,-0.090567,-0.28235,0.96621,0.61111,0.57533,0.18259,-0.19716,-0.99991,-0.19717,0.84305,-0.16805,-0.93693,0.90371,0.029099,-0.99054,-0.59234,-0.55919,0.5623,-0.90293,0.82926,-0.96789,-0.65242,0.991,0.54877,0.99827,0.42767,-0.61979,0.51547,0.92893,-0.56705,0.56978,-0.70474,0.84324,0.33712,0.23799,0.99745,-0.87806,-0.33396,0.83092,-0.65669,0.99905,0.94626,0.97089,0.92476,-0.12516,0.95617,0.87455,-0.024685,0.69256,-0.98202,0.92978,-0.83728,0.44796,0.51744,-0.79664,-0.23852,0.75657,0.7955,0.73862,0.98997,0.87269,-0.71343,0.7719,-0.85152,0.86528,0.13085,-0.34615,0.68601,0.19026,0.84467,0.96496,-0.91634,0.85052,-0.92487,0.49044,0.55787,0.54153,-0.81836,-0.98179,0.81452,-0.6015,0.99665,-0.54517,
,,,,,,,-1,18,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25883,-0.9132,-0.38549,0.31199,-0.45933,-0.75597,-0.37684,-0.87297,0.98852,0.99886,0.94383,-0.73589,-0.63956,-0.9608,-0.574,0.11535,-0.62262,-0.99589,-0.95931,0.25776,-0.79154,0.81792,-0.98319,0.98037,-0.013294,-0.98037,-0.53784,0.98578,0.34951,0.42816,0.99958,-0.13723,-0.80569,0.82904,-0.82693,0.42979,0.55887,-0.25138,0.75786,0.13383,-0.83597,-0.058852,0.90393,0.78477,0.85691,-0.37025,-0.82368,0.8218,-0.70947,-0.53754,-0.94146,0.97127,-0.071319,-0.47855,-0.94259,-0.5564,0.75416,-0.043487,0.3234,0.23951,-0.38055,-0.99214,0.29281,-0.48493,-0.9997,0.72136,0.18877,-0.36811,-0.54678,0.89405,-0.85572,0.60445,0.97114,0.65391,0.60596,0.67412,0.14125,0.48828,-0.70073,0.63574,-0.52432,0.50129,-0.9914,-0.93818,-0.72759,-0.98173,-0.53528,-0.2624,-0.40041,0.52593,0.38028,0.87147,-0.82993,0.84068,-0.5747,-0.18995,-0.58014,0.79888,0.081782,0.83832,
,,,,,,,-1,0,25,-1,-1,-1,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-1,0,-1,24,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,20,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,-1,-1,-1,0,14,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-1,0,0,-1,-1,-1,28,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-1,-1,0,-1,0,-1,-1,15,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,-1,-1,0,11,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,-1,0,0,0,-1,16,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
