"repeat","dim","density","mlink","tolKKTres","maxOuterIter","maxtime","L","x0",
2,10,0.02,1,10,10000,180,4,-1,0,0,-1,0,-1,0,0,-1,-0.44822,-0.96303,-0.96097,-0.98553,-0.25358,0.69255,-0.8833,-0.78058,-0.034393,-0.1008,
,,,,,,,-1,5,0,-1,-1,0,-1,0,-1,0,-0.89392,0.26938,0.27665,-0.1695,-0.96731,0.72137,0.46881,0.62506,-0.99941,0.99491,
,,,,,,,0,0,5,-1,-1,0,-1,0,-1,-1,,,,,,,,,,,
,,,,,,,0,-1,-1,5,0,-1,-1,0,0,-1,,,,,,,,,,,
,,,,,,,-1,-1,-1,0,7,0,-1,-1,-1,-1,,,,,,,,,,,
,,,,,,,0,0,0,-1,0,3,-1,-1,0,0,,,,,,,,,,,
,,,,,,,-1,-1,-1,-1,-1,-1,7,0,0,-1,,,,,,,,,,,
,,,,,,,0,0,0,0,-1,-1,0,4,-1,-1,,,,,,,,,,,
,,,,,,,0,-1,-1,0,-1,0,0,-1,5,-1,,,,,,,,,,,
,,,,,,,-1,0,-1,-1,-1,0,-1,-1,-1,7,,,,,,,,,,,
