,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,0.00014619
1,1.9711,1.172,2.6136,0.4558
2,3.7972,1.5825,5.0695,0.78056
3,5.6292,2.6283,7.2237,1.0816
4,7.4709,2.7581,9.4229,1.3864
5,9.1327,3.0521,11.8409,1.7237
6,10.8317,3.2981,14.3391,2.0183
7,12.5806,3.9228,16.9799,2.2995
8,14.4326,4.2815,19.5746,2.5779
9,16.1732,4.3147,22.0527,2.8692
10,17.9498,6.0329999999999995,24.5704,3.1599
11,19.6572,6.0594,26.9893,3.4435
12,21.3368,6.0884,29.3714,3.7508
13,23.0629,6.1244,31.7952,4.0375
14,24.7709,6.1557,34.3514,4.3356
15,26.522,6.1869,36.8761,4.6293
16,28.162,6.2172,39.4806,4.9084
17,29.8,6.2501,41.864,5.1931
18,31.5285,6.2812,44.4704,5.4754
19,33.3097,6.3149,46.7264,5.7665
20,35.0857,6.3479,49.361000000000004,6.1074
21,36.8041,6.3825,51.7714,6.3839
22,38.6043,6.4165,54.4575,6.6831
23,40.5066,6.4534,56.8617,6.975
24,42.295,6.4865,59.4911,7.2655
25,42.4604,6.5246,61.93600000000001,7.5489999999999995
26,44.231,6.5594,64.6046,7.8457
27,44.3049,6.6003,65.078,8.1417
28,44.3746,6.6343,65.5093,8.4341
29,44.4288,6.6755,65.9103,8.716000000000001
30,44.4787,6.7149,66.3246,9.0013
31,44.526,6.7569,66.4342,9.2856
32,44.5746,6.7961,66.4901,9.5906
33,44.6279,6.8420000000000005,66.7755,9.8793
34,44.6832,6.8764,66.8302,10.1819
35,44.7647,6.9169,66.8939,10.4658
36,44.8473,6.9539,66.9504,10.7769
37,44.9322,6.9956,67.0225,11.0885
38,45.0138,7.0322,67.0759,11.4538
39,45.0997,7.0727,67.1357,11.7659
40,45.1821,7.1108,67.19800000000001,12.1193
41,45.2649,7.1473,67.2527,12.4225
42,45.3445,7.1799,67.307,12.734000000000002
43,45.427,7.2196,67.3571,13.0728
44,45.5081,7.2572,67.4119,13.3799
45,45.6007,7.2995,67.4708,13.7361
46,45.6799,7.3351,67.5245,14.062999999999999
47,45.7658,7.3761,67.5805,14.3825
48,45.8473,7.4117,67.6295,14.7295
49,45.9328,7.4516,67.6861,15.0307
50,46.0109,7.4871,67.7426,15.335
51,46.0922,7.5258,67.7966,15.6905
52,46.1871,7.5647,67.858,15.9953
53,46.2732,7.6008,67.9133,16.345
54,46.3543,7.6395,67.9717,16.6626
55,46.4406,7.6788,68.0261,16.9716
56,46.5219,7.7127,68.0926,17.2995
57,46.6054,7.7592,68.145,17.6268
58,46.6859,7.7946,68.2034,17.9795
59,46.7637,7.8366,68.2973,18.295
60,46.8497,7.8737,68.35,18.6082
61,46.9303,7.9147,68.4055,18.9098
62,47.0135,7.9494,68.4581,19.2238
63,47.0902,7.99,68.5134,19.5282
64,47.1672,8.0263,68.5635,19.8289
65,47.2443,8.0707,68.6191,20.1431
66,47.3287,8.1039,68.6704,20.4429
67,47.4084,8.1489,68.7272,20.7464
68,47.495,8.1929,68.7762,21.0464
69,47.5731,8.234,68.8315,21.3527
70,47.6587,8.2642,68.8831,21.6547
71,47.7402,8.3075,68.9374,21.9723
72,47.8252,8.3471,68.9888,22.2983
73,47.9077,8.3879,69.0441,22.6312
74,47.9952,8.424,70.1994,22.9619
75,48.0852,8.4697,70.2598,23.263
76,48.172,8.5042,70.3123,23.5645
77,48.2608,8.5459,70.3689,23.8674
78,48.3551,8.5825,70.4262,24.166
79,48.4523,8.6233,70.4873,24.464000000000002
80,48.549,8.6593,70.5411,24.7618
81,48.641000000000005,8.6995,70.5988,25.0589
82,48.7376,8.7337,70.653,25.3498
83,48.8363,8.7743,70.7107,25.6454
84,48.9283,8.8108,70.7658,25.9398
85,49.0098,8.852,70.8232,26.2799
86,49.1042,8.8844,70.8785,26.5925
87,49.1856,8.925,70.9365,26.9043
88,49.2732,8.9625,70.9897,27.2155
89,49.3563,9.0027,71.0469,27.5049
90,49.4407,9.0342,71.1033,27.8017
91,49.523,9.0818,71.1606,28.1075
92,49.6081,9.1317,71.215,28.421
93,49.6854,9.1742,71.2718,28.7204
94,49.7634,9.2339,71.3273,29.0465
95,49.8411,9.2771,71.384,29.3876
96,49.9259,9.3229,71.4357,29.7022
97,50.0038,9.365,71.4941,30.0143
98,50.086999999999996,9.4071,71.5548,30.3095
99,50.1643,9.442,71.6621,30.6095
100,50.244,9.4836,71.719,30.881
101,50.3243,9.5212,71.7828,31.1841
102,50.4031,9.561,71.83800000000001,31.4637
103,50.49,9.596,71.8894,31.756
104,50.5743,9.6368,71.942,32.038000000000004
105,50.6596,9.6703,71.997,32.3262
106,50.7431,9.7098,72.053,32.6001
107,50.8221,9.7439,72.1075,32.8702
108,50.9059,9.7834,72.1582,33.149
109,50.99100000000001,9.8203,72.2104,33.45
110,51.0697,9.8593,72.2621,33.7203
111,51.1554,9.8902,72.3137,33.9923
112,51.2386,9.9295,72.3655,34.2856
