"repeat","dim","snr","delta","rank","tolKKTres","maxOuterIter","maxtime","Z","x0",
1,10,0.25,0.3,1,10,10000,180,-0.18405,0.30621,0.25392,0.66715,-0.38343,0.47153,-0.316,0.51483,-0.48281,0.4139,-0.56162,
,,,,,,,,-0.24674,-0.16703,0.33489,0.32799,0.39677,-0.18681,0.51002,0.31146,0.021754,-0.068866,0.21415,
,,,,,,,,0.58187,-0.084734,-0.10071,-0.37772,-0.081821,-0.091967,0.15228,-0.29468,-0.46136,-0.31334,-0.41499,
,,,,,,,,-0.72393,0.011314,0.099483,0.28975,-0.2856,-0.22965,0.57893,-0.42035,-0.010308,-0.38242,0.16141,
,,,,,,,,0.28525,-0.26501,-0.3606,0.18083,0.11381,-0.80709,-0.60052,0.92281,-0.46014,0.42358,-0.23968,
,,,,,,,,-0.07943,0.38266,0.013562,0.24137,0.24421,-0.13963,-0.29493,-0.058249,-0.61153,0.54164,-0.0027089,
,,,,,,,,-0.2864,-0.40233,-0.36582,-0.30453,-0.069604,0.38591,-0.21491,0.37232,-0.18993,-0.0036661,-0.18992,
,,,,,,,,0.51678,0.069802,-0.68574,-0.054266,-0.35243,-0.22382,-0.17608,0.24009,-0.30543,0.037793,0.49075,
,,,,,,,,-0.46238,-0.51035,-0.035035,-0.050692,-0.41967,0.17625,0.0633,-0.15911,-1.0681,-0.11086,-0.3152,
,,,,,,,,0.098651,-0.30335,0.16577,-0.35404,0.36599,-0.16195,0.31743,0.086951,0.18955,-0.55865,-0.08209,
