"iter","time","maxviolation","meanviolation","cost",
0,0,43.7273,43.7273,127.6156,
1,0.28037,0.091901,0.091901,26.4386,
2,0.3895,0.060639,0.060639,25.5828,
3,0.39653,0.049439,0.049439,25.5912,
4,0.46093,0.014568,0.014568,25.6265,
5,0.46909,0.011434,0.011434,25.6313,
6,0.47674,0.0090156,0.0090156,25.6355,
7,0.48468,0.0071535,0.0071535,25.639,
8,0.49231,0.0057255,0.0057255,25.6421,
9,0.50004,0.0046398,0.0046398,25.6447,
10,0.50763,0.0038332,0.0038332,25.6469,
11,0.51946,0.001098,0.001098,25.6568,
12,0.52803,0.00086462,0.00086462,25.6581,
13,0.53604,0.00068476,0.00068476,25.6592,
14,0.54359,0.00054676,0.00054676,25.6602,
15,0.55084,0.00044159,0.00044159,25.661,
16,0.5583,0.00036301,0.00036301,25.6617,
17,0.56904,0.0001056,0.0001056,25.6647,
18,0.57805,8.3019e-05,8.3019e-05,25.6651,
19,0.58666,6.5633e-05,6.5633e-05,25.6655,
20,0.59561,5.227e-05,5.227e-05,25.6658,
21,0.60318,4.2069e-05,4.2069e-05,25.666,
22,0.61088,3.4374e-05,3.4374e-05,25.6663,
23,0.62211,1.0389e-05,1.0389e-05,25.6672,
24,0.62935,7.9381e-06,7.9381e-06,25.6673,
25,0.63697,6.2721e-06,6.2721e-06,25.6674,
26,0.64422,4.9884e-06,4.9884e-06,25.6675,
27,0.65184,4.0091e-06,4.0091e-06,25.6676,
28,0.65908,3.2673e-06,3.2673e-06,25.6677,
29,0.66898,9.6384e-07,9.6384e-07,25.6679,
30,0.67651,7.5277e-07,7.5277e-07,25.668,
