"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,1724.0551,120.0507,6.872e-05,NaN,NaN,NaN,NaN,1,69.3473,41.0829,41.0829,
1,1678.4907,260.2282,0.11425,0.015625,0,3.2941,1,2.6323,69.6814,34.9342,34.9342,
2,1671.3779,3552.7361,0.22549,0.00048828,0,1.8278,1,39.5683,67.6682,31.5793,31.5793,
3,1647.4747,21149.4478,0.34287,0.00048828,0,2.0501,1,236.1264,65.6314,26.6554,26.6554,
4,1646.566,60.2042,0.45787,1,0,0.39439,1,236.1264,61.5756,12.9967,12.9967,
5,1646.5428,68.15,0.59011,6.1035e-05,0,0.0037685,1,236.1264,61.5788,12.9966,12.9966,
6,1638.7104,80.1135,0.70876,0.0078125,0,0.77411,1,236.1264,62.517,12.9498,12.9498,
7,1638.7094,1104.1095,0.82427,2.9802e-08,0,0.00019467,1,236.1264,62.5173,12.9498,12.9498,
8,1629.1552,19950.0663,0.93579,6.1035e-05,0,1.6454,1,409.0703,62.6431,8.232,8.232,
9,1621.4664,21042.0722,1.0462,0.00024414,0,1.2268,1,498.9494,63.1235,5.7606,5.7606,
10,1622.8165,63.4156,1.1573,1,0,0.15755,1,498.9494,62.6407,1.9865,1.9865,
11,1622.8014,332.0289,1.2693,3.8147e-06,0,0.0044294,1,498.9494,62.6449,1.9865,1.9865,
12,1620.2231,63.4969,1.38,1,0,0.096019,1,498.9494,62.6822,0.59252,0.59252,
13,1620.1964,1167.0811,1.4919,1.9073e-06,0,0.0073808,1,498.9494,62.6895,0.59255,0.59255,
14,1615.4444,66043.1956,1.6067,7.6294e-06,0,0.85079,1,7305.9359,63.0039,0.29057,0.29057,
15,1615.6173,70.3562,1.7174,0.25,0,0.028143,1,7305.9359,62.9728,0.28165,0.28165,
16,1592.0268,1037.6848,1.8272,0.0019531,0,1.7358,1,7305.9359,64.3341,0.16377,0.16377,
17,1586.3064,59267.5568,1.939,7.6294e-06,0,0.87617,1,18793.0054,64.1616,0.035096,0.035096,
18,1582.3485,671559.077,2.0512,3.8147e-06,0,0.51807,1,538043.7551,64.3256,0.005104,0.005104,
19,1582.3288,64.7734,2.1742,1,0,0.0049898,1,538043.7551,64.3296,0.0019796,0.0019796,
20,1582.3286,67.362,2.2929,1.5259e-05,0,1.6644e-05,1,538043.7551,64.3297,0.0019796,0.0019796,
