"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,718.978,70.3247,5.3239e-05,NaN,NaN,NaN,NaN,1,42.8377,28.7193,28.7193,
1,605.4599,33.4202,0.058974,1,0,6.5675,1,1,43.4455,22.6656,22.6656,
2,479.2649,24.2067,0.12628,1,0,5.9527,1,1,32.0027,22.7434,22.7434,
3,435.1681,31.6093,0.18216,0.5,0,5.0905,1,1,27.3066,18.0691,18.0691,
4,448.108,705.2763,0.23855,3.0518e-05,0,7.0759,1,75.2325,24.7531,0.46525,0.46525,
5,448.0529,25.064,0.29973,1,0,0.054662,1,75.2325,24.765,0.15939,0.15939,
6,445.9519,42.7488,0.35262,0.0078125,0,0.50322,1,75.2325,24.9826,0.13859,0.13859,
7,444.8431,24.7213,0.40357,1,0,0.053013,1,75.2325,24.8264,0.079848,0.079848,
8,442.4221,67.0947,0.45574,0.0078125,0,0.51091,1,75.2325,24.8153,0.084023,0.084023,
9,441.8197,24.5067,0.50664,1,0,0.041743,1,75.2325,24.7459,0.071218,0.071218,
10,441.4758,52.4162,0.5589,0.00097656,0,0.078086,1,75.2325,24.7499,0.073506,0.073506,
11,441.475,22.4749,0.61106,0.0019531,0,0.0012296,1,75.2325,24.7505,0.073443,0.073443,
12,441.1165,842.2253,0.66478,6.1035e-05,0,0.09806,1,251.2286,24.7634,0.074237,0.074237,
13,441.1169,178.6378,0.71748,0.00097656,0,0.00093313,1,251.2286,24.7641,0.074211,0.074211,
14,440.7788,9884.6316,0.77082,1.5259e-05,0,0.64833,1,4476.8258,24.714,0.024966,0.024966,
15,441.2462,176226,0.82591,2.3842e-07,0,0.59887,1,159094.3032,24.6763,0.0068592,0.0068592,
16,441.6381,2598931.9719,0.88026,9.5367e-07,0,0.50689,1,3326289.4175,25.0074,0.0041297,0.0041297,
17,442.5088,37315.2235,0.93262,0.00048828,0,0.47698,1,3326289.4175,25.5876,0.0041234,0.0041234,
18,442.0685,775119.1677,0.98675,1.9073e-06,0,0.45498,1,3326289.4175,25.3442,0.0016799,0.0016799,
19,442.0696,25.4054,1.0381,1,0,0.0030605,1,3326289.4175,25.346,0.00049514,0.00049514,
20,441.0906,161.2469,1.0928,0.00024414,0,0.28035,1,3326289.4175,25.4139,5.2859e-05,5.2859e-05,
21,441.0845,25.4138,1.1446,1,0,0.00054424,1,3326289.4175,25.4132,1.3619e-05,1.3619e-05,
22,441.0841,219.0716,1.1989,2.3842e-07,0,0.00010036,1,3326289.4175,25.4133,1.3619e-05,1.3619e-05,
23,441.0818,25.4121,1.2499,1,0,0.00027147,1,3326289.4175,25.4131,3.5942e-06,3.5942e-06,
24,441.0812,504.3959,1.3041,1.1921e-07,0,0.00013628,1,3326289.4175,25.4132,3.5942e-06,3.5942e-06,
25,441.0807,25.4105,1.3555,1,0,0.00013727,1,3326289.4175,25.4132,9.7692e-07,9.7692e-07,
26,441.0796,1390.9964,1.4103,5.9605e-08,0,0.00027139,1,3326289.4175,25.4133,9.7704e-07,9.7704e-07,
27,441.0795,25.4073,1.4617,1,0,7.7489e-05,1,3326289.4175,25.4134,3.1528e-07,3.1528e-07,
