"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L",
1,30,0.08,3,5000,3600,0.0001,1,6,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,
,,,,,,,,0,10,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,
,,,,,,,,0,-1,11,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,
,,,,,,,,-1,-1,0,8,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,
,,,,,,,,0,0,-1,-1,8,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,
,,,,,,,,-1,0,-1,-1,-1,10,0,0,-1,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,0,0,0,4,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,0,-1,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,-1,-1,-1,-1,-1,-1,0,-1,11,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,
,,,,,,,,0,-1,0,0,-1,-1,0,0,0,7,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,-1,0,0,0,-1,-1,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,0,0,0,0,0,-1,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,-1,0,0,-1,0,0,0,-1,0,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,8,-1,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,
,,,,,,,,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
,,,,,,,,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,
,,,,,,,,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,8,-1,0,0,0,-1,0,0,-1,0,0,-1,-1,0,
,,,,,,,,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,4,0,0,0,-1,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,6,0,-1,0,0,-1,0,0,0,0,0,-1,
,,,,,,,,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,0,
,,,,,,,,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,4,0,0,0,0,0,0,0,-1,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,4,-1,0,0,0,0,0,0,0,
,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,4,0,0,0,0,-1,0,0,
,,,,,,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,
,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,
,,,,,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
,,,,,,,,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,3,0,0,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,3,0,
,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,
