"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,2206.9407,296.2626,8.3068e-05,NaN,NaN,NaN,NaN,1,489.9597,481.2738,481.2738,
1,2177.0272,1215.497,0.085148,0.0039063,0,1.7626,1,3.3948,492.0022,483.173,483.173,
2,2203.9988,72.7959,0.16886,1,0,2.3395,1,3.3948,382.3863,373.5877,373.5877,
3,1886.7764,62.1934,0.25689,1,0,5.9684,1,3.3948,213.7652,198.652,198.652,
4,1826.5887,61.1538,0.34119,1,0,10.9827,1,3.3948,151.6824,135.4807,135.4807,
5,1748.7784,82.2726,0.43161,0.5,0,7.877,1,3.3948,71.151,47.4879,47.4879,
6,1769.8532,488.5629,0.51701,0.0078125,0,5.2827,1,6.6478,69.4046,24.1883,24.1883,
7,1763.4938,92.4908,0.60061,0.25,0,0.22663,1,6.6478,69.2653,21.4269,21.4269,
8,1759.995,287.0881,0.68544,0.0078125,0,3.1318,1,6.6478,63.2258,13.0486,13.0486,
9,1760.4191,230.6575,0.76947,0.0078125,0,2.91,1,7.3713,61.5116,4.3702,4.3702,
10,1759.5935,113.6573,0.85323,0.015625,0,0.035888,1,7.3713,61.6786,4.3885,4.3885,
11,1750.9804,57955.6776,0.93914,9.5367e-07,0,1.2198,1,2364.7623,60.692,2.5796,2.5796,
12,1758.2729,7366.8969,1.0248,0.00097656,0,1.7896,1,2364.7623,64.567,2.0983,2.0983,
13,1760.1813,66.0146,1.1088,1,0,0.10339,1,2364.7623,64.0836,0.70543,0.70543,
14,1739.5122,303.1398,1.1968,0.0078125,0,1.6933,1,2364.7623,64.9601,0.15631,0.15631,
15,1735.2896,16013.1518,1.2845,3.0518e-05,0,0.71492,1,4733.1429,65.1882,0.045257,0.045257,
16,1734.7207,24516.4122,1.3715,0.00012207,0,0.61016,1,22798.6256,64.8261,0.004582,0.004582,
17,1734.6279,68.2896,1.4556,1,0,0.0051443,1,22798.6256,64.8426,0.0016896,0.0016896,
18,1734.6273,83.3561,1.5425,1.5259e-05,0,2.2778e-05,1,22798.6256,64.8427,0.0016896,0.0016896,
