"iter","time","maxviolation","meanviolation","cost",
0,0,51.5769,51.5769,139.4165,
1,0.14006,0.21437,0.21437,57.4681,
2,0.1764,0.047211,0.047211,57.6856,
3,0.20178,0.037603,0.037603,57.7058,
4,0.22554,0.030309,0.030309,57.723,
5,0.23816,0.024854,0.024854,57.7371,
6,0.29143,0.007158,0.007158,57.7996,
7,0.29942,0.0056263,0.0056263,57.8078,
8,0.30755,0.0044459,0.0044459,57.8149,
9,0.31547,0.003538,0.003538,57.821,
10,0.32359,0.0028435,0.0028435,57.8262,
11,0.3315,0.0023188,0.0023188,57.8306,
12,0.34527,0.0006869,0.0006869,57.8492,
13,0.35557,0.00053948,0.00053948,57.8517,
14,0.36411,0.00042565,0.00042565,57.8539,
15,0.37259,0.00033805,0.00033805,57.8558,
16,0.38083,0.00027096,0.00027096,57.8575,
17,0.38955,0.00022009,0.00022009,57.8588,
18,0.40083,6.6075e-05,6.6075e-05,57.8645,
19,0.40871,5.1846e-05,5.1846e-05,57.8653,
20,0.41669,4.0849e-05,4.0849e-05,57.866,
21,0.42557,3.236e-05,3.236e-05,57.8666,
22,0.43363,2.5871e-05,2.5871e-05,57.8671,
23,0.44148,2.0928e-05,2.0928e-05,57.8675,
24,0.45025,1.7235e-05,1.7235e-05,57.8679,
25,0.46593,5.0049e-06,5.0049e-06,57.8695,
26,0.47779,3.9073e-06,3.9073e-06,57.8697,
27,0.48761,3.0922e-06,3.0922e-06,57.8699,
28,0.49662,2.468e-06,2.468e-06,57.87,
29,0.50763,1.9929e-06,1.9929e-06,57.8702,
30,0.51864,1.6349e-06,1.6349e-06,57.8703,
