8.66E-05	22.70728998	1.383470559	3.901756305	12.23333384	2.668239166	3.901721504	12.23326843	2.402984703	3.43E-05	22.70728999	2.275302273	4	8	2	4
8.13E-05	32.57986866	0.903162543	7.868957512	5.066419534	1.440423374	7.868962391	5.066424307	1.338046803	6.31E-07	32.57986866	1.444024742	4	8	2	4
5.55E-05	2.322835865	0.803008792	5.32E-05	2.228418126	1.830185566	0.198004314	2.170172377	4.922984793	0.001717809	2.155404867	60.03799372	4	8	2	4
9.62E-05	2.877912206	6.890297602	0.923209873	1.95960159	4.157465646	0.923251973	1.959576806	7.945015515	2.66E-05	3.314727334	0.904657764	4	8	2	4
9.79E-05	11.4149112	0.828110003	3.780337194	2.882448816	1.902651676	3.780387204	2.882301597	2.163066305	2.07E-06	11.38903921	2.140530758	4	8	2	4
Inf	6.73355711	61.71488024	2.040370663	3.658007758	1.991599577	2.040361481	3.384287757	61.51649538	8.57E-05	6.711312904	1.881317214	4	8	2	4
Inf	4.06914868	62.70194658	1.190220392	2.862550383	1.036262506	1.216016001	2.608505733	60.84349643	9.21E-05	4.336616447	0.476871273	4	8	2	4
7.32E-05	9.420561026	1.156107109	2.862989038	4.220625425	60.11827802	2.862697874	4.217541739	60.60080206	8.94E-05	9.420557991	0.730568358	4	8	2	4
Inf	18.34719267	60.98885607	5.551658835	3.659022718	1.998373381	5.531851211	3.747019466	2.526813918	6.39E-05	18.78376311	1.484473867	4	8	2	4
8.63E-05	2.254595126	0.752644389	1.43E-05	2.230255129	2.165354447	0.089230072	2.18932355	5.961683075	2.26E-05	2.230258511	0.724667521	4	8	2	4
7.93E-05	10.95086387	1.125122431	2.770324267	3.970394537	4.166563839	2.770356919	3.97032354	2.710582615	3.13E-05	11.46538571	1.486881702	4	8	2	4
Inf	4.039163441	62.28127636	2.14604287	1.239638489	61.10963179	2.143373781	1.281039571	60.02146548	9.82E-05	4.032228094	5.131181474	4	8	2	4
Inf	7.262040276	62.51095363	2.485943956	3.43350028	17.75888052	2.485968183	3.434474572	6.317805816	3.91E-05	7.261647486	7.838335653	4	8	2	4
Inf	7.414798789	60.26981451	1.869931229	4.401894537	5.65302567	1.869992529	4.401686481	9.550468238	0.002234913	11.18073617	60.10381062	4	8	2	4
Inf	4.680923527	62.94353087	1.168491529	2.785824809	8.400475299	1.168705634	2.785484886	6.476303768	9.98E-05	4.680812867	1.746423364	4	8	2	4
Inf	20.50972231	62.77047301	5.286360949	5.124508303	3.091490909	5.2863736	5.124418144	2.718948678	7.61E-05	20.53840843	1.723838731	4	8	2	4
Inf	12.18201223	61.14409512	4.614057977	2.580111727	4.821185922	4.562845971	2.352236591	60.50493423	7.28E-05	13.24938321	1.593287062	4	8	2	4
Inf	13.73471434	60.95596876	4.385440313	4.587488377	1.139991572	4.396568426	4.037064281	60.05226854	8.96E-05	13.92069275	48.44723645	4	8	2	4
Inf	6.808497296	62.13892075	1.987851491	3.267039173	60.21218394	2.00282929	3.265696897	61.48415292	5.92E-05	11.59429265	1.082990427	4	8	2	4
Inf	62.23382819	63.77781168	13.38537742	3.035170108	60.68617766	13.36171738	3.024172415	61.27124818	7.52E-05	65.65737015	2.605838611	4	8	2	4
