"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1.2981,0.19309,122.6078,146.2402,
1,0.50288,1.4178,0.21017,0.26945,10.3495,
2,0.69848,1.4859,0.18907,2.5098,34.2426,
3,0.85561,1.5247,0.10629,39.1604,132.4344,
4,1.309,0.026304,0.0047699,146.0438,102.466,
5,1.4918,0.018276,0.0031786,146.8567,101.1938,
6,1.6241,0.012573,0.0021351,147.4066,100.2777,
7,1.7713,0.0086095,0.0014408,147.7782,99.6357,
8,1.9024,0.0058816,0.00097553,148.0295,99.1917,
9,2.0163,0.0040128,0.00066233,148.1997,98.8868,
10,2.1292,0.002737,0.00044995,148.315,98.6783,
11,2.2334,0.0018656,0.00030594,148.3934,98.5358,
12,2.3299,0.0012715,0.00020821,148.4466,98.4385,
13,2.4079,0.00086583,0.00014381,148.4823,98.3717,
14,2.501,0.00058861,9.6535e-05,148.5075,98.3261,
15,2.5608,0.00040132,6.6507e-05,148.5241,98.2956,
16,2.6199,0.00027319,4.5107e-05,148.5357,98.2746,
17,2.6562,0.00019436,3.3506e-05,148.5414,98.2645,
18,2.6759,0.00019683,3.1405e-05,148.5436,98.259,
19,2.6984,0.00020499,2.7338e-05,148.5478,98.2489,
20,2.7791,5.387e-05,4.4701e-06,148.5596,98.2305,
21,2.7966,5.1347e-05,4.2354e-06,148.5597,98.2304,
22,2.8243,5.1347e-05,4.2354e-06,148.5597,98.2304,
23,2.8511,5.1347e-05,4.2354e-06,148.5597,98.2304,
24,2.8784,5.1347e-05,4.2354e-06,148.5597,98.2304,
25,2.9047,5.1347e-05,4.2354e-06,148.5597,98.2304,
26,2.9321,5.1347e-05,4.2354e-06,148.5597,98.2304,
27,2.9587,5.1347e-05,4.2354e-06,148.5597,98.2304,
28,2.986,5.1347e-05,4.2354e-06,148.5597,98.2304,
29,3.0161,5.1347e-05,4.2354e-06,148.5597,98.2304,
30,3.0428,5.1347e-05,4.2354e-06,148.5597,98.2304,
