"iter","time","maxviolation","meanviolation","cost",
0,0,0.29622,0.29622,81.5468,
1,0.40987,0.36869,0.36869,36.7881,
2,0.52138,0.19706,0.19706,30.8986,
3,0.55878,0.13351,0.13351,31.0401,
4,0.57749,0.10334,0.10334,31.1195,
5,0.60524,0.085466,0.085466,31.1722,
6,0.63925,0.058644,0.058644,31.2632,
7,0.64887,0.045649,0.045649,31.3151,
8,0.65818,0.037882,0.037882,31.3497,
9,0.66953,0.026114,0.026114,31.4099,
10,0.69935,0.020317,0.020317,31.4447,
11,0.70837,0.016914,0.016914,31.4675,
12,0.71877,0.011679,0.011679,31.5077,
13,0.72856,0.0091093,0.0091093,31.5308,
14,0.73725,0.0075702,0.0075702,31.5463,
15,0.74617,0.0052196,0.0052196,31.5733,
16,0.75334,0.0041035,0.0041035,31.5884,
17,0.76174,0.0034034,0.0034034,31.5989,
18,0.77003,0.0023375,0.0023375,31.6172,
19,0.77821,0.0018334,0.0018334,31.6274,
20,0.78479,0.0017003,0.0017003,31.6303,
21,0.79322,0.0012763,0.0012763,31.6404,
22,0.79883,0.0012692,0.0012692,31.6406,
23,0.8092,0.00080322,0.00080322,31.654,
24,0.81472,0.00080886,0.00080886,31.6538,
25,0.8256,0.00045033,0.00045033,31.667,
26,0.83161,0.00045522,0.00045522,31.6668,
27,0.83915,0.00024567,0.00024567,31.6773,
28,0.84688,0.00023508,0.00023508,31.6779,
29,0.85751,0.00011715,0.00011715,31.6862,
30,0.8632,0.00011467,0.00011467,31.6864,
