"iter","time","maxviolation","meanviolation","cost",
0,0,0.29622,0.29622,81.5468,
1,0.1234,0.77259,0.77259,30.125,
2,0.18171,0.094632,0.094632,31.1445,
3,0.21936,0.026021,0.026021,31.4104,
4,0.23197,0.020598,0.020598,31.4429,
5,0.24452,0.01641,0.01641,31.4711,
6,0.25539,0.013207,0.013207,31.4952,
7,0.26667,0.01079,0.01079,31.5154,
8,0.27973,0.0032022,0.0032022,31.602,
9,0.28836,0.0025141,0.0025141,31.6139,
10,0.29593,0.0019865,0.0019865,31.6241,
11,0.30408,0.0015799,0.0015799,31.633,
12,0.31201,0.0012673,0.0012673,31.6406,
13,0.32006,0.0010298,0.0010298,31.647,
14,0.33218,0.00030651,0.00030651,31.6739,
15,0.34104,0.00024344,0.00024344,31.6774,
16,0.34838,0.00019342,0.00019342,31.6805,
17,0.35616,0.00015337,0.00015337,31.6833,
18,0.36274,0.00012266,0.00012266,31.6857,
19,0.37152,9.9237e-05,9.9237e-05,31.6877,
20,0.37742,8.2399e-05,8.2399e-05,31.6894,
21,0.38966,2.3578e-05,2.3578e-05,31.6971,
22,0.3954,1.8398e-05,1.8398e-05,31.6982,
23,0.40261,1.4612e-05,1.4612e-05,31.699,
24,0.4083,1.1673e-05,1.1673e-05,31.6998,
25,0.41451,9.4438e-06,9.4438e-06,31.7004,
26,0.42229,7.7672e-06,7.7672e-06,31.7009,
27,0.42945,2.8429e-06,2.8429e-06,31.703,
28,0.43802,1.7487e-06,1.7487e-06,31.7036,
29,0.4445,1.4231e-06,1.4231e-06,31.7039,
30,0.45135,1.125e-06,1.125e-06,31.7041,
