"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,10,0.005,1,5000,3600,1e-08,1,3,0,-1,0,0,0,-1,-1,0,0,3.4077,1.7855,3.0541,2.3563,3.2002,3.3949,2.688,2.7016,2.9538,2.7845,
,,,,,,,,0,3,-1,-1,0,0,0,0,0,-1,1.7855,2.2311,2.1158,2.1347,2.0854,2.2606,2.3317,2.7697,2.5561,2.2893,
,,,,,,,,-1,-1,6,-1,0,-1,0,0,-1,-1,3.0541,2.1158,2.3549,2.5251,3.0115,3.3448,2.5815,2.5772,2.3466,2.4065,
,,,,,,,,0,-1,-1,6,-1,-1,-1,-1,0,0,2.3563,2.1347,2.5251,2.959,2.5136,3.047,2.5012,2.9345,2.9097,2.27,
,,,,,,,,0,0,0,-1,5,-1,-1,0,-1,-1,3.2002,2.0854,3.0115,2.5136,3.1585,3.3934,2.7758,3.0011,3.0155,2.887,
,,,,,,,,0,0,-1,-1,-1,6,-1,0,-1,-1,3.3949,2.2606,3.3448,3.047,3.3934,3.161,3.0229,2.9025,3.2803,2.9134,
,,,,,,,,-1,0,0,-1,-1,-1,6,-1,-1,0,2.688,2.3317,2.5815,2.5012,2.7758,3.0229,2.1413,2.8679,2.8078,2.6674,
,,,,,,,,-1,0,0,-1,0,0,-1,5,-1,-1,2.7016,2.7697,2.5772,2.9345,3.0011,2.9025,2.8679,3.0296,2.8887,2.7561,
,,,,,,,,0,0,-1,0,-1,-1,-1,-1,6,-1,2.9538,2.5561,2.3466,2.9097,3.0155,3.2803,2.8078,2.8887,3.3169,3.1441,
,,,,,,,,0,-1,-1,0,-1,-1,0,-1,-1,6,2.7845,2.2893,2.4065,2.27,2.887,2.9134,2.6674,2.7561,3.1441,2.7654,
