"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,5,0.08,1,5000,3600,1e-08,1,4,-1,0,-1,-1,0,0,-1,0,0,2.4751,3.278,2.3838,2.6503,2.5123,2.407,2.6719,2.3492,2.8012,2.2186,
,,,,,,,,-1,5,0,0,-1,-1,-1,0,-1,0,3.278,3.5648,2.4703,3.3384,3.1467,3.1469,3.1645,3.097,2.8613,2.599,
,,,,,,,,0,0,2,0,0,0,-1,0,0,-1,2.3838,2.4703,1.5085,2.4502,2.5168,2.3202,2.1789,2.2124,2.0407,1.4638,
,,,,,,,,-1,0,0,4,0,0,0,-1,-1,-1,2.6503,3.3384,2.4502,3.3284,2.9379,2.8002,2.8561,2.7147,2.7392,2.381,
,,,,,,,,-1,-1,0,0,4,0,-1,0,-1,0,2.5123,3.1467,2.5168,2.9379,2.3948,2.5506,2.6684,2.5872,2.9585,2.065,
,,,,,,,,0,-1,0,0,0,2,0,-1,0,0,2.407,3.1469,2.3202,2.8002,2.5506,1.8636,2.2717,2.2656,2.2461,2.0123,
,,,,,,,,0,-1,-1,0,-1,0,3,0,0,0,2.6719,3.1645,2.1789,2.8561,2.6684,2.2717,2.5297,2.624,2.3074,2.0325,
,,,,,,,,-1,0,0,-1,0,-1,0,5,-1,-1,2.3492,3.097,2.2124,2.7147,2.5872,2.2656,2.624,2.4524,2.4901,2.3209,
,,,,,,,,0,-1,0,-1,-1,0,0,-1,4,0,2.8012,2.8613,2.0407,2.7392,2.9585,2.2461,2.3074,2.4901,2.2482,1.8375,
,,,,,,,,0,0,-1,-1,0,0,0,-1,0,3,2.2186,2.599,1.4638,2.381,2.065,2.0123,2.0325,2.3209,1.8375,1.3156,
