"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,10,0.02,1,5000,3600,1e-08,1,3,0,0,-1,0,-1,0,0,0,-1,1.9022,2.2113,2.3491,1.8445,2.7259,2.0892,3.0384,2.1547,2.8028,2.5567,
,,,,,,,,0,1,0,0,0,0,0,0,-1,0,2.2113,2.1386,2.556,1.9692,2.9848,2.0777,3.0367,1.8978,2.3491,1.7805,
,,,,,,,,0,0,5,-1,-1,-1,-1,0,0,-1,2.3491,2.556,3.0287,2.175,3.3384,2.3396,3.2666,2.6464,3.1208,2.6583,
,,,,,,,,-1,0,-1,6,-1,0,-1,-1,0,-1,1.8445,1.9692,2.175,1.0183,1.9875,1.7187,2.2962,1.8541,1.9494,1.6747,
,,,,,,,,0,0,-1,-1,3,0,0,0,0,-1,2.7259,2.9848,3.3384,1.9875,3.4875,2.5581,3.6793,2.7625,3.3121,2.6607,
,,,,,,,,-1,0,-1,0,0,5,-1,-1,-1,0,2.0892,2.0777,2.3396,1.7187,2.5581,2.2689,2.7731,2.1089,2.3575,1.9919,
,,,,,,,,0,0,-1,-1,0,-1,4,0,-1,0,3.0384,3.0367,3.2666,2.2962,3.6793,2.7731,3.9537,2.6422,3.4599,3.3203,
,,,,,,,,0,0,0,-1,0,-1,0,2,0,0,2.1547,1.8978,2.6464,1.8541,2.7625,2.1089,2.6422,2.5858,2.4784,2.1035,
,,,,,,,,0,-1,0,0,0,-1,-1,0,4,-1,2.8028,2.3491,3.1208,1.9494,3.3121,2.3575,3.4599,2.4784,3.6707,2.9392,
,,,,,,,,-1,0,-1,-1,-1,0,0,0,-1,5,2.5567,1.7805,2.6583,1.6747,2.6607,1.9919,3.3203,2.1035,2.9392,2.0652,
