"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,5,0.02,1,5000,3600,1e-08,1,5,0,0,0,-1,0,-1,-1,-1,-1,1.3762,2.2057,2.1574,2.5004,2.178,2.5054,2.4332,2.6746,2.6209,2.6121,
,,,,,,,,0,4,-1,0,0,0,-1,-1,0,-1,2.2057,2.7141,2.4833,2.4809,2.4181,2.2405,2.3222,3.4207,2.968,2.4242,
,,,,,,,,0,-1,4,-1,-1,-1,0,0,0,0,2.1574,2.4833,2.0298,2.8919,2.3934,2.9033,2.7214,2.6267,2.9526,2.7703,
,,,,,,,,0,0,-1,5,-1,-1,-1,-1,0,0,2.5004,2.4809,2.8919,2.8012,2.194,2.809,2.9752,3.0844,3.1622,2.7941,
,,,,,,,,-1,0,-1,-1,3,0,0,0,0,0,2.178,2.4181,2.3934,2.194,2.6248,2.4998,2.4383,3.2626,2.9648,2.4422,
,,,,,,,,0,0,-1,-1,0,4,-1,-1,0,0,2.5054,2.2405,2.9033,2.809,2.4998,2.8303,3.2408,3.1266,3.1936,2.8103,
,,,,,,,,-1,-1,0,-1,0,-1,6,-1,-1,0,2.4332,2.3222,2.7214,2.9752,2.4383,3.2408,2.8647,3.245,3.2272,2.8447,
,,,,,,,,-1,-1,0,-1,0,-1,-1,6,0,-1,2.6746,3.4207,2.6267,3.0844,3.2626,3.1266,3.245,4.3947,3.6927,3.0723,
,,,,,,,,-1,0,0,0,0,0,-1,0,3,-1,2.6209,2.968,2.9526,3.1622,2.9648,3.1936,3.2272,3.6927,3.5808,3.1433,
,,,,,,,,-1,-1,0,0,0,0,0,-1,-1,4,2.6121,2.4242,2.7703,2.7941,2.4422,2.8103,2.8447,3.0723,3.1433,2.9081,
