"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,52.0591,79.2259,7.5894e-05,NaN,NaN,NaN,NaN,1,86.7283,32.5726,22.8105,
1,40.4248,6.7453,0.015494,2.3842e-07,0,3.7059,1,1,6.7508,0.27093,0.13546,
2,35.2906,9.1951,0.03112,5.9605e-08,0,1.5559,1,1,9.2986,1.3833,0.69164,
3,30.1951,5.2725,0.046161,1.1921e-07,0,2.3845,1,1,5.2751,0.16557,0.082784,
4,28.9368,12.0405,0.060594,1.1921e-07,0,1.0757,1,5.0158,12.0423,0.20384,0.10192,
5,28.8846,3.782,0.076262,1.8626e-09,0,0.031118,1,5.0158,3.7877,0.20853,0.10427,
6,26.7481,214.6637,0.088138,0.00048828,0,1.6321,1,128.1636,214.6637,0.083164,0.041582,
7,26.4975,62.8866,0.10308,2.9802e-08,0,0.66922,1,128.1636,62.8866,0.040232,0.020116,
8,26.4909,3.7864,0.1201,1.1642e-10,0,0.002775,1,128.1636,3.7866,0.04025,0.020125,
9,26.0156,19.8688,0.13073,0.015625,0,0.32253,1,128.1636,19.8688,0.040953,0.020476,
10,26.806,184.5537,0.14528,2.3842e-07,0,0.96749,1,210.0165,184.5537,0.020951,0.010476,
11,26.5122,484.8736,0.16625,7.4506e-09,0,0.16049,1,573.032,484.8736,0.0204,0.0102,
12,26.5089,3.7737,0.18424,2.9104e-11,0,0.00098176,1,573.032,3.7738,0.020402,0.010201,
13,26.508,3.7812,0.20249,1.4552e-11,0,0.00034872,1,573.032,3.7813,0.020403,0.010201,
14,26.5072,3.7888,0.22024,1.4552e-11,0,0.00035052,1,573.032,3.7888,0.020403,0.010202,
15,26.5063,3.7964,0.23845,1.4552e-11,0,0.00035229,1,573.032,3.7965,0.020404,0.010202,
16,26.5055,3.8041,0.25601,1.4552e-11,0,0.00035407,1,573.032,3.8041,0.020404,0.010202,
17,26.5046,3.8118,0.27329,1.4552e-11,0,0.00035586,1,573.032,3.8119,0.020405,0.010202,
18,26.5037,3.8196,0.29065,1.4552e-11,0,0.00035765,1,573.032,3.8196,0.020406,0.010203,
19,26.5028,3.8274,0.30842,1.4552e-11,0,0.00035945,1,573.032,3.8274,0.020406,0.010203,
20,26.502,3.8352,0.32583,1.4552e-11,0,0.00036126,1,573.032,3.8353,0.020407,0.010203,
21,26.501,3.8431,0.3434,1.4552e-11,0,0.00036307,1,573.032,3.8432,0.020407,0.010204,
22,26.5001,3.8511,0.36031,1.4552e-11,0,0.00036489,1,573.032,3.8511,0.020408,0.010204,
23,26.4992,3.8591,0.37774,1.4552e-11,0,0.00036672,1,573.032,3.8591,0.020409,0.010204,
24,26.4983,3.8671,0.39498,1.4552e-11,0,0.00036855,1,573.032,3.8672,0.020409,0.010205,
25,26.4973,3.8752,0.41267,1.4552e-11,0,0.0003704,1,573.032,3.8752,0.02041,0.010205,
26,26.4964,3.8833,0.43031,1.4552e-11,0,0.00037224,1,573.032,3.8834,0.02041,0.010205,
27,26.4954,3.8915,0.44909,1.4552e-11,0,0.00037409,1,573.032,3.8915,0.020411,0.010206,
28,26.4944,3.8997,0.4667,1.4552e-11,0,0.00037595,1,573.032,3.8997,0.020412,0.010206,
29,26.4935,3.9079,0.48386,1.4552e-11,0,0.00037782,1,573.032,3.9079,0.020412,0.010206,
30,26.4925,3.9162,0.50104,1.4552e-11,0,0.00037969,1,573.032,3.9162,0.020413,0.010206,
31,26.4915,3.9245,0.52012,1.4552e-11,0,0.00038156,1,573.032,3.9245,0.020414,0.010207,
32,26.4905,3.9329,0.53847,1.4552e-11,0,0.00038344,1,573.032,3.9329,0.020414,0.010207,
33,26.4894,3.9413,0.55558,1.4552e-11,0,0.00038533,1,573.032,3.9413,0.020415,0.010207,
34,26.4884,3.9497,0.57298,1.4552e-11,0,0.00038722,1,573.032,3.9497,0.020416,0.010208,
35,26.4874,3.9582,0.59005,1.4552e-11,0,0.00038912,1,573.032,3.9582,0.020416,0.010208,
36,26.4863,3.9667,0.60725,1.4552e-11,0,0.00039102,1,573.032,3.9667,0.020417,0.010209,
37,26.4853,3.9752,0.62449,1.4552e-11,0,0.00039292,1,573.032,3.9753,0.020418,0.010209,
38,26.4842,3.9838,0.64274,1.4552e-11,0,0.00039483,1,573.032,3.9839,0.020418,0.010209,
39,26.4831,3.9924,0.65974,1.4552e-11,0,0.00039675,1,573.032,3.9925,0.020419,0.01021,
40,26.482,4.0011,0.67706,1.4552e-11,0,0.00039867,1,573.032,4.0011,0.02042,0.01021,
41,26.4809,4.0098,0.69438,1.4552e-11,0,0.00040059,1,573.032,4.0098,0.020421,0.01021,
42,26.4798,4.0185,0.71178,1.4552e-11,0,0.00040252,1,573.032,4.0186,0.020421,0.010211,
43,26.4787,4.0273,0.72939,1.4552e-11,0,0.00040445,1,573.032,4.0273,0.020422,0.010211,
44,26.4775,4.036,0.74677,1.4552e-11,0,0.00040639,1,573.032,4.0361,0.020423,0.010211,
45,26.4764,4.0449,0.76388,1.4552e-11,0,0.00040832,1,573.032,4.0449,0.020424,0.010212,
46,26.4752,4.0537,0.78106,1.4552e-11,0,0.00041027,1,573.032,4.0538,0.020424,0.010212,
