"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,10,0.01,1,5000,3600,1e-08,1,3,0,-1,0,-1,0,0,-1,0,0,2.2601,1.3742,2.8791,2.725,2.0242,2.2005,2.6382,2.5343,2.2985,2.9043,
,,,,,,,,0,4,-1,0,-1,0,-1,0,0,-1,1.3742,0.86195,1.7973,1.8189,1.5312,1.3917,1.4021,1.4986,1.4714,1.8096,
,,,,,,,,-1,-1,6,0,-1,-1,0,-1,0,-1,2.8791,1.7973,3.1928,3.0742,2.0866,2.0802,2.8232,2.6747,2.6415,2.7774,
,,,,,,,,0,0,0,2,0,-1,0,0,-1,0,2.725,1.8189,3.0742,2.8889,2.3527,2.5673,3.0443,3.1347,2.4111,2.9258,
,,,,,,,,-1,-1,-1,0,6,0,0,-1,-1,-1,2.0242,1.5312,2.0866,2.3527,2.1367,1.7766,2.1045,2.0248,1.8197,2.5668,
,,,,,,,,0,0,-1,-1,0,3,0,-1,0,0,2.2005,1.3917,2.0802,2.5673,1.7766,1.3076,2.2352,1.7592,1.8183,2.0495,
,,,,,,,,0,-1,0,0,0,0,3,-1,0,-1,2.6382,1.4021,2.8232,3.0443,2.1045,2.2352,3.0778,2.6553,2.3912,2.6663,
,,,,,,,,-1,0,-1,0,-1,-1,-1,6,-1,0,2.5343,1.4986,2.6747,3.1347,2.0248,1.7592,2.6553,2.2396,2.1473,2.6069,
,,,,,,,,0,0,0,-1,-1,0,0,-1,4,-1,2.2985,1.4714,2.6415,2.4111,1.8197,1.8183,2.3912,2.1473,1.8737,2.4004,
,,,,,,,,0,-1,-1,0,-1,0,-1,0,-1,5,2.9043,1.8096,2.7774,2.9258,2.5668,2.0495,2.6663,2.6069,2.4004,2.6652,
