"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,15,0.08,2,5000,3600,1e-08,1,4,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,0,5.8074,4.9807,4.5647,4.421,4.5341,4.821,4.1599,4.1907,4.724,3.8055,5.37,4.5598,3.6503,4.3393,4.5836,
,,,,,,,,0,7,-1,0,-1,0,-1,-1,-1,0,0,0,-1,0,-1,4.9807,4.3589,4.5164,3.3937,4.2165,4.339,3.8033,3.6311,4.301,3.414,4.838,3.9297,2.5737,4.1292,3.9217,
,,,,,,,,-1,-1,4,-1,0,0,-1,0,0,0,0,0,0,0,0,4.5647,4.5164,3.7638,3.5638,3.6609,3.7447,3.1927,3.9421,4.0462,3.0387,3.7969,4.0726,3.2059,3.6689,4.0314,
,,,,,,,,0,0,-1,3,-1,-1,0,0,0,0,0,0,0,0,0,4.421,3.3937,3.5638,2.4275,3.5629,3.9847,3.1991,2.9913,3.5502,2.4841,3.2528,3.5475,2.4089,3.4607,3.4887,
,,,,,,,,0,-1,0,-1,5,0,-1,-1,-1,0,0,0,0,0,0,4.5341,4.2165,3.6609,3.5629,3.7931,4.2057,3.2724,3.7496,4.0512,3.0878,4.0363,3.8757,3.4713,3.9983,4.0787,
,,,,,,,,0,0,0,-1,0,2,0,0,-1,0,0,0,0,0,0,4.821,4.339,3.7447,3.9847,4.2057,4.7116,3.6791,3.9456,3.9967,3.6394,4.7148,4.0653,3.5742,4.12,3.938,
,,,,,,,,0,-1,-1,0,-1,0,4,0,-1,0,0,0,0,0,0,4.1599,3.8033,3.1927,3.1991,3.2724,3.6791,2.8751,3.2036,3.6458,2.7919,3.7433,3.2976,2.6242,3.4753,3.2792,
,,,,,,,,-1,-1,0,0,-1,0,0,4,0,-1,0,0,0,0,0,4.1907,3.6311,3.9421,2.9913,3.7496,3.9456,3.2036,3.0509,3.8048,2.9028,3.775,3.3732,2.5051,4.3349,3.5035,
,,,,,,,,0,-1,0,0,-1,-1,-1,0,6,0,-1,0,0,-1,0,4.724,4.301,4.0462,3.5502,4.0512,3.9967,3.6458,3.8048,4.6619,3.5667,4.3279,3.6221,2.8637,4.4975,4.1283,
,,,,,,,,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,3.8055,3.414,3.0387,2.4841,3.0878,3.6394,2.7919,2.9028,3.5667,2.1904,3.3472,2.9386,2.0107,3.5878,3.1556,
,,,,,,,,-1,0,0,0,0,0,0,0,-1,0,5,-1,-1,0,-1,5.37,4.838,3.7969,3.2528,4.0363,4.7148,3.7433,3.775,4.3279,3.3472,3.7273,3.6957,3.17,4.2962,4.1033,
,,,,,,,,-1,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,4.5598,3.9297,4.0726,3.5475,3.8757,4.0653,3.2976,3.3732,3.6221,2.9386,3.6957,3.2483,2.8197,4.0419,3.7542,
,,,,,,,,0,-1,0,0,0,0,0,0,0,0,-1,0,3,-1,0,3.6503,2.5737,3.2059,2.4089,3.4713,3.5742,2.6242,2.5051,2.8637,2.0107,3.17,2.8197,2.4918,2.9667,2.6838,
,,,,,,,,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,0,4.3393,4.1292,3.6689,3.4607,3.9983,4.12,3.4753,4.3349,4.4975,3.5878,4.2962,4.0419,2.9667,3.5833,4.3081,
,,,,,,,,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,2,4.5836,3.9217,4.0314,3.4887,4.0787,3.938,3.2792,3.5035,4.1283,3.1556,4.1033,3.7542,2.6838,4.3081,3.8434,
