"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,46.6893,35.6161,0.00022126,NaN,NaN,NaN,NaN,1,39.4071,15.3605,10.817,
1,39.9353,12.8701,0.014441,9.5367e-07,0,3.4621,1,3.9527,14.0342,5.2436,3.9629,
2,31.698,7.6349,0.029565,1.1921e-07,0,2.6414,1,3.9527,7.6374,0.1866,0.093301,
3,30.1101,21.8711,0.04397,2.9802e-08,0,0.58659,1,14.1761,21.8725,0.40479,0.3254,
4,27.5283,69.7278,0.058426,1.4901e-08,0,0.68129,1,72.2357,69.728,0.14479,0.072396,
5,27.3132,5.4506,0.073483,1.8626e-09,0,0.063871,1,72.2357,5.4526,0.14594,0.07297,
6,24.0682,6.0076,0.086523,4.7684e-07,0,1.8354,1,72.2357,6.0085,0.10396,0.051978,
7,24.0653,4.0051,0.10186,4.6566e-10,0,0.0036888,1,72.2357,4.0064,0.10397,0.051984,
8,22.0281,3.2326,0.11007,0.5,0,1.5377,1,72.2357,3.2328,0.034274,0.017137,
9,21.4358,3.6807,0.11871,0.25,0,0.57675,1,72.2357,3.6808,0.022399,0.0112,
10,21.1572,6.1482,0.12689,0.25,0,0.84466,1,72.2357,6.1482,0.018554,0.0092772,
11,21.5264,33.1514,0.13723,0.00097656,0,0.59292,1,159.3916,33.1514,0.0017727,0.00088637,
12,21.5158,47.0028,0.14725,0.0078125,0,0.23707,1,599.3073,47.0028,0.0003475,0.00017375,
13,21.4559,160.9988,0.1603,5.9605e-08,0,0.25233,1,2084.3641,160.9988,0.00029501,0.00014751,
14,21.455,1.2625,0.17585,1.1642e-10,0,0.0010205,1,2084.3641,1.2625,0.00029528,0.00014764,
15,21.3675,2.0814,0.1853,0.0625,0,0.080877,1,2084.3641,2.0814,0.00031252,0.00015626,
16,21.2511,2.3102,0.19434,0.125,0,0.10172,1,2084.3641,2.3102,0.00030988,0.00015494,
17,21.0432,6.5108,0.203,0.5,0,0.33218,1,2084.3641,6.5108,0.00012351,6.1754e-05,
18,21.0125,10.3611,0.21275,0.015625,0,0.11555,1,2084.3641,10.3611,6.1484e-05,3.0742e-05,
19,21.0095,2.5637,0.22211,0.0078125,0,0.028676,1,2084.3641,2.5637,6.2308e-05,3.1154e-05,
20,21.0088,0.40481,0.2326,0.00097656,0,0.00038502,1,2084.3641,0.40481,6.2537e-05,3.1268e-05,
21,21.0083,0.42782,0.2432,0.00048828,0,0.00036898,1,2084.3641,0.42782,6.2665e-05,3.1333e-05,
22,21.0076,0.47987,0.25366,0.00097656,0,0.0011775,1,2084.3641,0.47987,6.2985e-05,3.1493e-05,
23,21.0071,0.51116,0.27048,0.00048828,0,0.00074741,1,2084.3641,0.51116,6.3133e-05,3.1566e-05,
24,21.007,0.53522,0.29299,9.3132e-10,0,0.0011603,1,2084.3641,0.53522,6.3173e-05,3.1587e-05,
25,21.0068,0.55576,0.31621,9.3132e-10,0,0.0012282,1,2084.3641,0.55576,6.322e-05,3.161e-05,
26,21.0067,0.57888,0.34517,9.3132e-10,0,0.0012766,1,2084.3641,0.57888,6.3273e-05,3.1637e-05,
27,21.0065,0.60482,0.37471,9.3132e-10,0,0.0013314,1,2084.3641,0.60482,6.3334e-05,3.1667e-05,
28,21.0063,0.6343,0.39512,9.3132e-10,0,0.0013932,1,2084.3641,0.6343,6.3403e-05,3.1702e-05,
29,21.006,0.66827,0.41266,9.3132e-10,0,0.001464,1,2084.3641,0.66827,6.3485e-05,3.1742e-05,
30,21.0058,0.70814,0.42958,9.3132e-10,0,0.0015463,1,2084.3641,0.70814,6.3582e-05,3.1791e-05,
31,21.0055,0.75604,0.44562,9.3132e-10,0,0.0016441,1,2084.3641,0.75604,6.3702e-05,3.1851e-05,
32,21.0053,0.80108,0.46134,4.6566e-10,0,0.00088175,1,2084.3641,0.80108,6.3741e-05,3.187e-05,
33,21.0051,0.83582,0.47597,4.6566e-10,0,0.00092821,1,2084.3641,0.83582,6.3786e-05,3.1893e-05,
34,21.0049,0.87626,0.4907,4.6566e-10,0,0.00097123,1,2084.3641,0.87626,6.3838e-05,3.1919e-05,
35,21.0047,0.92383,0.50537,4.6566e-10,0,0.0010217,1,2084.3641,0.92383,6.3902e-05,3.1951e-05,
36,21.0045,0.9811,0.52107,4.6566e-10,0,0.0010819,1,2084.3641,0.9811,6.398e-05,3.199e-05,
37,21.0042,1.0522,0.53763,4.6566e-10,0,0.0011559,1,2084.3641,1.0522,6.4079e-05,3.204e-05,
38,21.0038,1.1445,0.55197,4.6566e-10,0,0.0012504,1,2084.3641,1.1445,6.4213e-05,3.2106e-05,
39,21.0036,1.2473,0.56632,2.3283e-10,0,0.00068896,1,2084.3641,1.2473,6.4261e-05,3.2131e-05,
40,21.0034,1.3305,0.58184,2.3283e-10,0,0.00073602,1,2084.3641,1.3305,6.4323e-05,3.2161e-05,
41,21.0031,1.4377,0.59633,2.3283e-10,0,0.00079225,1,2084.3641,1.4377,6.4404e-05,3.2202e-05,
42,21.0028,1.5836,0.61038,2.3283e-10,0,0.00086775,1,2084.3641,1.5836,6.4521e-05,3.226e-05,
43,21.0026,1.7668,0.62523,1.1642e-10,0,0.00048888,1,2084.3641,1.7668,6.4567e-05,3.2284e-05,
44,21.0024,1.9238,0.63989,1.1642e-10,0,0.00052985,1,2084.3641,1.9238,6.4631e-05,3.2315e-05,
45,21.0021,2.1446,0.65403,1.1642e-10,0,0.00058794,1,2084.3641,2.1446,6.4726e-05,3.2363e-05,
46,21.0019,2.4305,0.66917,5.8208e-11,0,0.00035478,1,2084.3641,2.4305,6.4783e-05,3.2391e-05,
47,21.0016,2.7351,0.68411,5.8208e-11,0,0.00041367,1,2084.3641,2.7351,6.4887e-05,3.2443e-05,
48,21.0013,3.1926,0.69975,2.9104e-11,0,0.00025842,1,2084.3641,3.1926,6.495e-05,3.2475e-05,
49,21.001,3.6406,0.71492,2.9104e-11,0,0.00031955,1,2084.3641,3.6406,6.5095e-05,3.2547e-05,
50,21.0007,4.1512,0.73051,1.4552e-11,0,0.00021888,1,2084.3641,4.1512,6.5218e-05,3.2609e-05,
51,21.0004,3.4875,0.74791,7.276e-12,0,0.00014265,1,2084.3641,3.4875,6.5305e-05,3.2652e-05,
52,21,2.1033,0.76388,7.276e-12,0,0.00015528,1,2084.3641,2.1033,6.5424e-05,3.2712e-05,
53,20.9869,1.6151,0.77158,0.125,0,0.035896,1,2084.3641,1.6151,6.5723e-05,3.2862e-05,
54,20.9602,2.5333,0.77925,1,0,0.15499,1,2084.3641,2.5333,2.9862e-06,1.4931e-06,
55,20.9596,1.2717,0.78708,0.125,0,0.0074415,1,2084.3641,1.2717,2.8889e-06,1.4444e-06,
