"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,10,0.04,1,5000,3600,1e-08,1,6,0,0,-1,-1,-1,-1,-1,0,-1,2.3677,1.7349,3.2011,2.3767,2.4908,2.8725,2.8906,2.2934,3.0445,1.4682,
,,,,,,,,0,3,-1,0,-1,0,-1,0,0,0,1.7349,1.7923,2.5214,2.25,2.5439,2.4108,2.6465,1.7606,2.47,1.8131,
,,,,,,,,0,-1,4,-1,-1,0,-1,0,0,0,3.2011,2.5214,3.8355,3.0544,3.2786,3.4782,3.5508,3.0811,3.7453,2.4754,
,,,,,,,,-1,0,-1,6,0,-1,-1,-1,-1,0,2.3767,2.25,3.0544,2.801,2.7308,3.1029,3.2126,2.3665,3.3182,2.1083,
,,,,,,,,-1,-1,-1,0,6,-1,0,0,-1,-1,2.4908,2.5439,3.2786,2.7308,2.4915,2.7562,2.8375,2.2842,2.8239,2.0439,
,,,,,,,,-1,0,0,-1,-1,6,-1,-1,0,-1,2.8725,2.4108,3.4782,3.1029,2.7562,2.726,3.1411,2.3779,2.9733,2.1419,
,,,,,,,,-1,-1,-1,-1,0,-1,7,0,-1,-1,2.8906,2.6465,3.5508,3.2126,2.8375,3.1411,3.9509,2.4201,3.584,2.614,
,,,,,,,,-1,0,0,-1,0,-1,0,3,0,0,2.2934,1.7606,3.0811,2.3665,2.2842,2.3779,2.4201,2.4661,2.558,1.876,
,,,,,,,,0,0,0,-1,-1,0,-1,0,3,0,3.0445,2.47,3.7453,3.3182,2.8239,2.9733,3.584,2.558,3.7905,2.3246,
,,,,,,,,-1,0,0,0,-1,-1,-1,0,0,4,1.4682,1.8131,2.4754,2.1083,2.0439,2.1419,2.614,1.876,2.3246,1.8459,
