"repeat","dim","density","mlink","maxOuterIter","maxtime","minstepsize","verbosity","L","A",
1,5,0.01,1,5000,3600,1e-08,1,5,0,-1,0,0,0,-1,-1,-1,-1,3.2698,3.0427,3.0394,2.6043,3.2905,3.478,2.2825,2.6099,2.5575,2.8238,
,,,,,,,,0,2,0,0,0,0,-1,0,0,-1,3.0427,2.4602,3.1431,2.2343,3.3265,3.0143,2.3757,2.6503,2.7237,2.8422,
,,,,,,,,-1,0,4,0,-1,-1,0,0,0,-1,3.0394,3.1431,3.1436,2.2831,3.1879,3.156,2.2321,2.9133,2.7985,2.7861,
,,,,,,,,0,0,0,3,0,-1,0,0,-1,-1,2.6043,2.2343,2.2831,2.0328,2.6061,2.4282,1.7715,2.0368,2.1173,2.2032,
,,,,,,,,0,0,-1,0,3,-1,0,0,0,-1,3.2905,3.3265,3.1879,2.6061,3.1335,3.0197,2.4737,2.6375,2.6774,3.28,
,,,,,,,,0,0,-1,-1,-1,4,-1,0,0,0,3.478,3.0143,3.156,2.4282,3.0197,3.2568,2.7939,2.4894,2.8462,3.5506,
,,,,,,,,-1,-1,0,0,0,-1,5,-1,0,-1,2.2825,2.3757,2.2321,1.7715,2.4737,2.7939,1.9798,2.4192,1.9325,2.8166,
,,,,,,,,-1,0,0,0,0,0,-1,2,0,0,2.6099,2.6503,2.9133,2.0368,2.6375,2.4894,2.4192,2.113,2.5491,2.8649,
,,,,,,,,-1,0,0,-1,0,0,0,0,2,0,2.5575,2.7237,2.7985,2.1173,2.6774,2.8462,1.9325,2.5491,2.3783,2.726,
,,,,,,,,-1,-1,-1,-1,-1,0,-1,0,0,6,2.8238,2.8422,2.7861,2.2032,3.28,3.5506,2.8166,2.8649,2.726,3.174,
