"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,61.7304,89.1509,8.5333e-05,NaN,NaN,NaN,NaN,1,96.2462,35.968,22.5779,
1,41.9096,29.1948,0.016971,2.3842e-07,0,4.2922,1,1.6192,33.0567,14.0717,9.5637,
2,37.8766,10.7595,0.033866,1.1921e-07,0,3.339,1,1.6192,11.19,2.6546,2.1093,
3,35.748,7.7651,0.049746,1.9073e-06,0,3.3355,1,1.8511,8.2595,2.8455,1.8312,
4,34.3239,6.5718,0.067039,7.4506e-09,0,0.31387,1,1.8511,6.9777,2.4103,1.6788,
5,32.8928,6.4525,0.084269,7.4506e-09,0,0.32099,1,1.8511,6.7025,1.7465,1.4368,
6,31.1762,9.2322,0.10048,1.1921e-07,0,1.0355,1,1.8511,9.3232,1.2508,1.2287,
7,31.2473,124.6626,0.115,7.6294e-06,0,2.7337,1,14.4379,124.6746,1.7315,0.86574,
8,31.0846,6.081,0.13266,9.3132e-10,0,0.039066,1,14.4379,6.3237,1.7352,0.86758,
9,28.3584,4.5861,0.14376,0.25,0,1.3469,1,14.4379,4.8724,1.6456,0.82281,
10,28.4916,6.8623,0.15533,0.5,0,3.1877,1,14.4379,6.9398,1.0343,0.51714,
11,26.7056,5.4623,0.16799,0.125,0,0.43949,1,14.4379,5.5595,1.0352,0.5176,
12,26.333,5.4117,0.18111,0.03125,0,0.097224,1,14.4379,5.5106,1.0397,0.51984,
13,26.1056,5.8498,0.1958,0.015625,0,0.073252,1,14.4379,5.9424,1.0449,0.52246,
14,25.9838,6.1879,0.21632,0.0078125,0,0.052876,1,14.4379,6.2757,1.0462,0.52309,
15,25.9096,6.6796,0.2321,0.0039063,0,0.040358,1,14.4379,6.7612,1.0473,0.52364,
16,26.0557,6.9801,0.24733,4.7684e-07,0,0.46011,1,14.4379,7.0561,1.0328,0.51641,
17,26.0404,14.1699,0.26066,0.00012207,0,0.013592,1,14.8263,14.2075,1.0332,0.51658,
18,26.0266,5.1109,0.27806,9.3132e-10,0,0.011418,1,14.8263,5.2144,1.0336,0.5168,
19,26.5011,15.4157,0.28937,0.0625,0,1.3437,1,14.8263,15.4285,0.6286,0.3143,
20,26.7517,7.4379,0.3006,0.125,0,1.1281,1,14.8263,7.4463,0.35358,0.17679,
21,26.7186,5.2959,0.31746,3.7253e-09,0,0.035271,1,14.8263,5.3077,0.35474,0.17737,
22,26.6084,15.2188,0.33056,0.0019531,0,0.241,1,14.8263,15.223,0.35819,0.17909,
23,27.926,5.3055,0.34678,1.1921e-07,0,0.78237,1,14.8263,5.3068,0.11533,0.057665,
24,26.8909,6.1843,0.35843,0.0625,0,0.3772,1,14.8263,6.1863,0.15491,0.077456,
25,27.264,6.267,0.37005,0.015625,0,0.78702,1,14.8263,6.2674,0.077395,0.038698,
26,27.2504,5.6825,0.38858,9.3132e-10,0,0.011265,1,14.8263,5.683,0.077696,0.038848,
27,27.2298,7.1259,0.40195,0.00012207,0,0.011803,1,14.8263,7.1263,0.078512,0.039256,
28,27.2183,4.7004,0.42068,4.6566e-10,0,0.007299,1,14.8263,4.7011,0.078882,0.039441,
29,27.2138,40.7632,0.43551,7.6294e-06,0,0.0038043,1,73.5836,40.7633,0.07892,0.03946,
30,27.2068,4.3101,0.45459,1.1642e-10,0,0.002857,1,73.5836,4.3108,0.078952,0.039476,
31,27.1521,4.4028,0.46743,0.0078125,0,0.031359,1,73.5836,4.4035,0.079298,0.039649,
32,27.837,4.9698,0.47877,0.0625,0,1.0725,1,73.5836,4.97,0.047519,0.02376,
33,27.8233,36.6009,0.4934,1.5259e-05,0,0.0040054,1,73.5836,36.601,0.047621,0.023811,
34,27.7431,30.4689,0.51073,3.7253e-09,0,0.056916,1,73.5836,30.469,0.04799,0.023995,
35,27.7276,4.7383,0.53594,1.1642e-10,0,0.0042497,1,73.5836,4.7386,0.048062,0.024031,
36,26.519,8.9219,0.54988,0.25,0,0.6509,1,73.5836,8.9219,0.026383,0.013191,
37,26.5163,5.4098,0.57509,9.3132e-10,0,0.0049994,1,73.5836,5.4099,0.026396,0.013198,
38,26.2272,3.5324,0.59409,0.125,0,0.29123,1,73.5836,3.5324,0.023206,0.011603,
39,26.1541,2.721,0.61333,0.03125,0,0.034181,1,73.5836,2.7211,0.02373,0.011865,
40,25.7785,0.97596,0.62968,0.5,0,0.33059,1,73.5836,0.97613,0.018338,0.0091692,
41,25.8776,5.9726,0.6439,1,0,0.63303,1,73.5836,5.9726,0.0052596,0.0026298,
42,25.8763,3.5041,0.66651,4.7684e-07,0,0.42794,1,73.5836,3.5041,0.00022315,0.00011157,
43,25.8664,6.6982,0.69238,9.3132e-10,0,0.0096539,1,73.5836,6.6982,0.00029166,0.00014583,
