,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,0.00016575,-3
1,0.0,0.0,0.0,0.00016575,-2
2,0.0,0.0,0.0,0.00016575,-1
3,1.1017,0.091601,1.2422,0.49165,0
4,1.8294,0.091601,1.2422,1.5997,1
5,1.8294,0.091601,2.6785,4.9446,2
6,2.4859999999999998,0.091601,5.5138,6.0281,3
7,10.8346,0.46746000000000004,10.575,6.2902,4
8,,0.55045,10.575,6.4189,5
9,,0.8851899999999999,,6.5503,6
10,,0.9056,,6.5503,7
11,,0.9888399999999999,,6.5503,8
12,,1.1176,,6.5503,9
13,,1.1263,,6.6819,10
14,,1.1382,,,11
15,,1.1581,,,12
16,,10.8258,,,13
