,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,4.9223e-05,-3
1,0.0,0.0,0.0,4.9223e-05,-2
2,0.0,0.0,0.0,4.9223e-05,-1
3,0.66303,0.0,0.0,0.093489,0
4,0.73154,0.023896,0.96691,0.5076,1
5,0.79168,0.023896,0.96691,1.4405,2
6,0.81604,0.023896,0.9834,1.6491,3
7,0.86498,0.044898,1.0014,1.7164,4
8,0.8891100000000001,0.070886,1.0236,1.7164,5
9,0.9370799999999999,0.070886,1.0619,1.7838,6
10,0.9817799999999999,0.08584800000000001,1.1179999999999999,1.7838,7
11,1.0064,,1.1406,4.4073,8
12,,,,8.3392,9
13,,,,128.6427,10
