,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,3.2463000000000004e-05,-3
1,0.0,0.0,0.0,3.2463000000000004e-05,-2
2,0.0,0.0,0.0,3.2463000000000004e-05,-1
3,0.7840699999999999,0.0,1.2772,0.12028,0
4,0.8613200000000001,0.026135000000000002,1.2772,0.38419000000000003,1
5,0.92158,0.026135000000000002,2.7277,2.1177,2
6,0.94816,0.026135000000000002,2.8497,3.0856,3
7,1.0021,0.073495,2.9135,3.4367,4
8,1.0286,0.08579500000000001,2.9743,3.6645,5
9,1.0783,0.14215,2.9743,3.784,6
10,1.0998,0.18366,3.0553,5.459,7
11,1.1514,0.27760999999999997,3.2134,13.6634,8
12,,,,79.0633,9
