,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,9.414200000000001e-05,-3
1,0.0,0.0,0.0,9.414200000000001e-05,-2
2,0.0,0.0,0.0,9.414200000000001e-05,-1
3,0.2087,0.0,1.214,0.6238600000000001,0
4,0.29658,0.045864999999999996,1.214,0.88887,1
5,0.38256,0.045864999999999996,2.1893,3.8744,2
6,0.41463999999999995,0.045864999999999996,2.2421,4.1027,3
7,0.4766,0.085022,2.2994,4.2344,4
8,0.50292,0.13697,2.425,4.4623,5
9,0.55555,0.1872,2.5316,4.6947,6
10,0.57119,0.24553000000000003,2.5754,7.5955,7
11,0.60692,,,11.799000000000001,8
12,0.62841,,,82.9846,9
