,ALM,LQH,LSE,Riemannian_SQP,log10residual
0,0.0,0.0,0.0,3.4954e-05,-3
1,0.0,0.0,0.0,3.4954e-05,-2
2,0.0,0.0,0.0,3.4954e-05,-1
3,0.29979,0.0,1.2018,0.11725,0
4,0.39671999999999996,0.042565,1.2018,1.4521,1
5,0.43936000000000003,0.042565,1.3209,1.5653,2
6,0.5205,0.042565,1.3908,1.6786,3
7,0.57973,0.072655,1.4655,1.6786,4
8,0.61787,0.10357000000000001,1.5389,1.6786,5
9,0.65442,0.10357000000000001,1.642,1.79,6
10,0.67018,0.19351,1.761,1.79,7
11,0.71503,,2.0136,1.79,8
12,0.7413,,,30.8168,9
13,0.7864800000000001,,,,10
14,0.8456299999999999,,,,11
