"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,25,0.25,0.9,1,5000,3600,0.0001,1,0.3906,0.16785,-0.29647,0.23137,-0.064571,-0.14837,0.021258,0.0042081,0.13982,-0.13714,-0.40997,0.26445,0.027212,-0.18927,-0.018091,0.12716,0.13189,-0.20323,0.36587,0.13084,-0.45439,-0.18338,0.20171,0.059155,0.10225,
,,,,,,,,,-0.0060572,-0.011677,0.23888,-0.12711,0.29156,0.26795,0.07064,0.13822,-0.027907,-0.1883,0.008673,0.034156,-0.10859,0.056239,-0.089092,-0.038067,-0.14544,0.28144,-0.22482,-0.25515,-0.3283,-0.086744,-0.087125,0.29174,0.063592,
,,,,,,,,,0.045958,0.231,-0.21163,0.073517,-0.35698,0.034116,0.14646,-0.068481,0.10437,0.16866,-0.1498,0.10731,0.037967,0.046869,-0.36232,-0.32458,0.17352,-0.053953,0.16567,0.016905,0.25454,0.21366,0.30695,-0.070438,0.15673,
,,,,,,,,,-0.15492,-0.089051,0.08321,0.79499,0.10434,0.14139,0.2056,-0.066624,-0.00665,-0.33852,0.14823,0.12027,-0.35363,-0.091361,0.0047729,0.26187,-0.073918,-0.10617,-0.37146,0.37609,0.036021,0.145,0.018669,0.028253,0.18609,
,,,,,,,,,-0.096232,-0.22187,0.26849,0.011217,-0.6912,0.063344,-0.11785,0.31093,-0.054231,0.14514,0.014869,0.33715,0.10522,-0.071916,-0.19669,0.233,-0.12384,0.17015,0.13206,0.0047964,-0.010784,0.26486,-0.19767,-0.012758,-0.065882,
,,,,,,,,,-0.081291,0.22815,-0.23277,-0.14109,0.14906,0.57481,0.017569,-0.14589,0.21278,-0.059499,-0.43437,-0.1317,0.46078,0.13226,0.060153,0.090399,-0.0031379,-0.046843,-0.24148,0.016362,0.062262,0.17611,-0.1886,0.026557,0.47462,
,,,,,,,,,0.10475,0.18661,0.085712,-0.14481,-0.27455,0.045379,0.35554,-0.16167,-0.013118,-0.054299,0.27538,-0.2778,0.22519,0.18111,-0.50203,-0.40745,-0.20303,0.34058,0.46814,0.18825,-0.1952,0.067224,-0.1912,-0.21833,-0.027372,
,,,,,,,,,-0.049539,-0.10413,-0.26586,0.00087079,0.3584,-0.087978,0.010637,0.45075,-0.21859,0.12621,-0.15081,-0.22332,-0.29822,-0.23409,0.028751,0.13736,-0.081031,0.36706,0.0072719,0.14096,0.073005,0.0063423,-0.25729,0.13909,0.17721,
,,,,,,,,,0.22913,-0.11794,-0.38458,-0.083748,-0.060989,-0.47556,0.06862,0.11175,0.52381,0.098356,-0.28872,0.1098,0.25987,-0.10783,-0.034838,0.067301,-0.10335,0.024265,0.019947,-0.017482,-0.10203,0.041171,0.25918,-0.12776,-0.026989,
,,,,,,,,,-0.20432,0.27628,0.258,-0.085558,0.057974,-0.24782,-0.20451,-0.0067579,-0.1544,-1.0046,-0.15455,0.034586,-0.33283,0.27529,0.072802,0.4266,-0.056586,0.49603,-0.15895,0.05986,0.052312,0.26142,-0.05256,-0.20233,0.051876,
,,,,,,,,,0.060454,-0.060867,0.015313,0.1064,-0.12384,-0.30919,0.12483,0.0036204,-0.12295,-0.27976,0.18817,0.055931,0.25363,0.12115,-0.10658,0.01268,-0.024172,-0.11954,-0.076425,0.14794,0.3201,0.05372,0.2025,0.51259,-0.29067,
,,,,,,,,,-0.12921,0.039085,0.086226,0.14288,-0.0097323,-0.095788,-0.096831,-0.13628,-0.1101,0.15773,-0.070565,0.015505,0.011124,0.40567,-0.2185,-0.13834,0.39474,-0.16743,0.0066449,0.0012331,0.12629,0.20482,-0.1027,-0.2073,0.074407,
,,,,,,,,,0.0052846,0.23176,-0.20103,-0.011114,-0.27435,-0.49277,-0.035878,0.24484,0.22316,0.21907,-0.55715,-0.059549,0.015309,-0.070445,-0.032685,-0.18766,0.15431,-0.25524,0.0047591,-0.20411,0.28082,-0.0067536,0.28573,-0.45924,-0.059173,
,,,,,,,,,0.024192,0.0065952,0.0708,0.062117,-0.073057,0.069829,0.38963,0.041512,0.028257,0.13681,0.28928,-0.34409,-0.21973,-0.28985,0.045441,-0.06078,-0.098197,-0.24819,-0.034681,0.22786,0.23565,-0.41816,0.069448,-0.058335,-0.29541,
,,,,,,,,,-0.42917,-0.19103,-0.1577,0.24964,-0.16072,0.19426,-0.016457,0.15053,-0.22201,0.041309,-0.067416,0.039751,0.040011,-0.040846,-0.64893,-0.08757,0.18821,0.084331,-0.26671,0.045528,0.020058,-0.063212,-0.1889,-0.17569,0.055747,
