"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.5,0.9,1,5000,3600,0.0001,1,0.15967,0.61196,0.031879,-0.10371,0.375,0.078796,0.13853,0.40228,0.7294,0.12975,
,,,,,,,,,-0.20933,-1.2084,0.18861,0.15344,0.070753,0.13963,0.26138,0.21118,-0.53789,0.31707,
,,,,,,,,,0.27509,0.56262,-0.57892,0.7478,0.025422,-0.0085148,0.12317,-0.28801,0.26484,0.1552,
,,,,,,,,,-0.059162,0.59854,0.042894,0.5946,-0.10469,-0.23467,0.29465,-0.33289,0.13358,0.39856,
,,,,,,,,,0.58551,-0.19616,-0.29944,-0.33762,-1.1027,-0.026979,0.3813,0.13509,-0.26644,-0.63398,
,,,,,,,,,-0.001938,-0.37652,-0.26782,-0.14342,0.33457,0.89483,-0.32295,-0.21783,0.3041,-0.096293,
,,,,,,,,,0.59017,0.27138,0.092434,0.1449,-0.16813,-0.10707,-0.30617,-0.37894,-0.28093,-0.11486,
,,,,,,,,,-0.76842,-0.25775,-0.69074,0.32314,-0.014948,0.7296,-0.0085858,0.33379,-0.59522,-0.018305,
,,,,,,,,,0.11442,-0.049696,-0.37139,-0.14517,-0.32692,0.52883,-0.17554,-0.26713,-0.74394,0.33747,
,,,,,,,,,0.089645,-0.18064,-0.49514,-0.0014578,0.19092,0.27441,-0.31439,0.26867,0.18283,0.47738,
