"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.25,0.9,1,5000,3600,0.0001,1,1.0589,-0.44884,-0.35491,-0.12959,0.081265,-0.13113,0.13799,0.057131,0.56873,-0.24041,
,,,,,,,,,-0.019836,0.079049,0.096816,-0.15923,-0.30808,0.60468,-0.15949,0.40051,-0.036962,-0.21933,
,,,,,,,,,0.14196,0.36282,0.33527,0.39,-0.36251,-0.12361,0.032289,-0.079427,-0.10125,0.40523,
,,,,,,,,,-0.11487,0.18906,-0.30388,-0.60214,0.17318,0.12939,0.37829,-0.064691,0.25852,-0.25606,
,,,,,,,,,-0.32274,-0.40518,-0.20673,0.01868,0.54014,-0.36127,0.038037,-0.69618,0.155,-0.39112,
,,,,,,,,,-0.97176,-0.69673,-0.38877,-0.46389,-0.53548,0.24612,-0.32788,-0.24492,0.24199,0.06789,
,,,,,,,,,0.19805,-0.18064,-0.085687,-0.51412,-0.14211,-0.36958,-0.73112,-0.44059,0.24611,0.63586,
,,,,,,,,,-0.090658,0.067672,-0.28459,-0.62131,-0.026655,0.12414,-0.053719,0.025134,-0.46811,0.008081,
,,,,,,,,,-0.062405,0.29801,-0.090342,0.82384,-0.62992,0.41168,-0.060611,0.1662,-0.28498,0.097493,
,,,,,,,,,0.12826,0.029639,-0.14623,0.30749,0.26603,-0.18773,-0.27379,0.4817,-0.028947,0.069094,
