"repeat","dim","snr","delta","rank","maxOuterIter","maxtime","minstepsize","verbosity","Z",
1,10,0.25,0.7,1,5000,3600,0.0001,1,-1.3524,0.21235,0.28094,-0.032332,-0.27311,-0.34439,-0.19467,0.44883,-0.36301,0.26575,
,,,,,,,,,0.95973,-0.531,-0.36274,-0.076352,0.024463,0.010296,0.23656,0.092207,0.033164,-0.28082,
,,,,,,,,,0.22939,0.22681,0.85672,0.10094,-0.38394,0.17472,-0.060848,0.062553,0.2284,0.031652,
,,,,,,,,,-0.01994,0.51553,-0.25599,-0.67809,-0.35212,0.34804,0.281,0.50207,0.8176,-0.1722,
,,,,,,,,,0.22602,0.1546,-0.93106,-0.2735,0.60776,0.48832,-0.24187,-0.25439,-0.21089,0.095982,
,,,,,,,,,-0.064816,0.3272,0.45486,-0.0095031,0.48466,0.078456,-0.44344,0.22029,0.059239,-0.18984,
,,,,,,,,,-0.039258,0.22986,0.10283,-0.052139,-0.24339,-0.47168,0.90865,0.26408,-0.026087,0.15494,
,,,,,,,,,0.47108,-0.095956,-0.23873,0.1985,0.11744,-0.23474,0.15438,-1.2402,-0.61128,0.23381,
,,,,,,,,,0.44558,0.09293,0.43333,0.34572,-0.071336,-0.3357,-0.056091,0.068201,-0.12504,0.54135,
,,,,,,,,,0.44816,-0.24896,-0.54123,0.35078,0.35334,0.74328,-0.061998,-0.36867,-0.56753,-0.76391,
