"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,6100.5375,3113.3264,5942.0374,6102.3285,
1,0.068547,4.8632,2.4977,5874.3503,101.4847,
2,0.81698,0.092142,0.046071,5354.5912,108.7436,
3,1.3683,0.02738,0.01369,4723.7004,42.864,
4,2.0823,0.023164,0.011582,4559.9991,25.7794,
5,2.6948,0.020879,0.01044,4513.2339,28.3944,
6,3.503,0.015136,0.007568,4445.0942,26.811,
7,4.352,0.0050249,0.0025124,4390.3335,30.4985,
8,5.0277,0.004966,0.002483,4373.9553,33.0611,
9,5.639,0.0042973,0.0021486,4362.4128,33.8514,
10,6.3995,0.0041581,0.002079,4345.8281,38.3096,
11,7.0546,0.001112,0.00055602,4343.3223,37.1166,
12,7.0856,0.00092073,0.00046036,4343.3188,37.1181,
13,7.1166,0.00070066,0.00035033,4343.3193,37.1312,
14,7.1321,0.00056626,0.00028313,4343.329,37.1268,
15,7.1483,0.00046339,0.0002317,4343.3371,37.1231,
16,7.1673,0.00038627,0.00019314,4343.3437,37.12,
17,7.1832,0.00010628,5.3138e-05,4343.3786,37.1047,
18,7.1973,8.4159e-05,4.208e-05,4343.3828,37.1028,
19,7.2144,6.7075e-05,3.3538e-05,4343.3864,37.1012,
20,7.2303,5.3963e-05,2.6981e-05,4343.3894,37.0998,
21,7.245,4.3968e-05,2.1984e-05,4343.392,37.0986,
22,7.2629,3.6442e-05,1.8221e-05,4343.3942,37.0977,
23,7.2803,1.0856e-05,5.428e-06,4343.4044,37.0932,
24,7.2948,8.0098e-06,4.0049e-06,4343.4062,37.0924,
25,7.3118,6.3941e-06,3.1971e-06,4343.4073,37.0919,
26,7.323,5.1364e-06,2.5682e-06,4343.4082,37.0915,
27,7.3342,4.1762e-06,2.0881e-06,4343.4091,37.0911,
28,7.3504,3.4482e-06,1.7241e-06,4343.4097,37.0908,
29,7.3707,1.5468e-06,7.7342e-07,4343.412,37.0898,
30,7.3871,7.6169e-07,3.8085e-07,4343.4134,37.0892,
