"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,28.4453,21.3275,41.7566,32.996,
1,0.08932,0.5987,0.34743,30.7329,4.5057,
2,0.22586,0.36945,0.22404,31.3504,4.3767,
3,0.26055,0.14525,0.072625,31.6457,4.3481,
4,0.31216,0.068231,0.034116,31.5217,4.4523,
5,0.40365,0.048052,0.024026,31.6459,4.5598,
6,0.41368,0.14314,0.071569,32.0532,4.4756,
7,0.4808,0.29056,0.14557,33.5237,5.5587,
8,0.51031,0.18027,0.090204,33.5774,5.6168,
9,0.53481,0.18583,0.092989,33.3629,5.5198,
10,0.55598,0.38875,0.19439,33.3469,5.5159,
11,0.57379,0.14143,0.070722,33.321,5.5139,
12,0.59873,0.0042013,0.0021006,33.5522,5.5059,
13,0.63426,5.1912e-06,2.5956e-06,33.4405,5.5553,
14,0.66184,0.25727,0.12868,33.4597,5.5533,
15,0.68567,0.11563,0.057837,33.4528,5.5577,
16,0.74755,1.3272e-05,6.6359e-06,33.6798,5.6445,
17,0.80984,0.16707,0.083562,34.1098,5.7738,
18,0.82474,5.0141e-05,2.5071e-05,34.1098,5.7738,
19,0.84654,5.0141e-05,2.5071e-05,34.1098,5.7738,
20,0.86108,5.0141e-05,2.5071e-05,34.1098,5.7738,
21,0.87594,5.0141e-05,2.5071e-05,34.1098,5.7775,
22,0.89065,0.19874,0.099395,34.1098,5.7738,
23,0.90549,5.0141e-05,2.5071e-05,34.1098,5.7738,
24,0.91973,5.0141e-05,2.5071e-05,34.1098,5.7739,
25,0.93418,0.16202,0.081036,34.1098,5.7739,
26,0.95066,0.23587,0.11796,34.1098,5.7765,
27,0.9648,0.15823,0.079142,34.1098,5.7738,
28,0.98043,5.0141e-05,2.5071e-05,34.1098,5.7738,
29,0.99491,0.096601,0.048325,34.1098,5.7738,
30,1.0106,0.21078,0.10541,34.1098,5.7738,
