"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,2059.5496,1110.1114,123.0291,2066.3679,
1,0.32742,0.46405,0.23202,106.0424,12.0533,
2,0.61258,0.059083,0.029541,44.9516,5.7749,
3,0.90787,0.033665,0.016832,40.5004,3.6614,
4,1.0979,0.020701,0.01035,39.6171,2.5399,
5,1.1083,0.016627,0.0083135,39.6249,2.5391,
6,1.1173,0.013514,0.0067572,39.6316,2.5381,
7,1.1307,0.011168,0.0055842,39.6372,2.535,
8,1.143,0.0031534,0.0015767,39.6631,2.533,
9,1.1522,0.0024882,0.0012441,39.6664,2.5324,
10,1.1618,0.0019761,0.00098807,39.6693,2.5319,
11,1.1711,0.0015824,0.00079119,39.6717,2.5314,
12,1.1783,0.0012853,0.00064265,39.6738,2.5312,
13,1.1853,0.0010565,0.00052823,39.6755,2.531,
14,1.1993,0.00030074,0.00015037,39.6835,2.5304,
15,1.2063,0.00024114,0.00012057,39.6844,2.5302,
16,1.2128,0.00019151,9.5754e-05,39.6853,2.5302,
17,1.2206,0.00015301,7.6505e-05,39.6861,2.5301,
18,1.2271,0.00012345,6.1727e-05,39.6867,2.53,
19,1.2342,0.00010097,5.0484e-05,39.6873,2.5299,
20,1.2448,2.95e-05,1.475e-05,39.6897,2.5298,
21,1.2521,2.3221e-05,1.161e-05,39.69,2.5298,
22,1.2591,1.8374e-05,9.187e-06,39.6903,2.5297,
23,1.2662,1.4639e-05,7.3196e-06,39.6905,2.5297,
24,1.2731,1.1773e-05,5.8866e-06,39.6907,2.5297,
25,1.2793,9.6566e-06,4.8283e-06,39.6909,2.5297,
26,1.2861,7.9475e-06,3.9737e-06,39.6911,2.5296,
27,1.2978,2.2279e-06,1.1139e-06,39.6918,2.5296,
28,1.304,1.7654e-06,8.8272e-07,39.6918,2.5296,
29,1.3103,1.3994e-06,6.9968e-07,39.6919,2.5296,
30,1.317,1.1232e-06,5.616e-07,39.692,2.5296,
