"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,14041.1716,7158.5179,804.507,14043.1914,
1,0.59655,0.14219,0.071093,790.1949,37.1677,
2,0.95042,0.32476,0.2612,586.4359,27.7419,
3,1.6008,0.01954,0.0097701,437.4568,23.4844,
4,1.7005,0.14712,0.085932,434.8722,22.5867,
5,2.2917,0.0019885,0.00099425,422.7139,19.7474,
6,2.3544,0.76621,0.41861,402.361,17.4894,
7,3.0703,0.021063,0.010531,373.312,16.9083,
8,3.1105,0.0037928,0.0018964,373.3552,16.9012,
9,3.2296,4.326e-05,2.163e-05,365.3972,14.57,
10,4.0567,0.0005493,0.00027465,324.0454,20.3429,
11,4.8179,0.00011117,5.5583e-05,301.7616,13.345,
12,5.4558,7.9136e-05,3.9568e-05,291.0236,10.5279,
13,6.2723,8.6529e-05,4.3264e-05,281.6433,7.6656,
14,7.0378,5.062e-05,2.531e-05,277.485,7.9666,
15,7.9039,3.3529e-05,1.6765e-05,272.8941,7.2629,
16,8.8847,0.00011538,5.7691e-05,271.1713,5.7454,
17,8.9693,4.795e-05,2.3975e-05,271.1022,5.5861,
18,9.0646,0.26798,0.13399,270.9831,5.3788,
19,9.9435,7.1072e-06,3.5536e-06,269.7064,9.7793,
20,10.0073,0.54854,0.27429,268.4663,6.264,
21,10.0362,0.49023,0.24513,268.4663,6.2635,
22,10.0635,0.19843,0.099224,268.466,6.2813,
23,10.1078,0.0023437,0.0011719,268.4409,6.2705,
24,10.1344,0.08799,0.045167,268.4409,6.2626,
25,10.1584,0.3728,0.18757,268.4409,6.2649,
26,10.1873,0.0023437,0.0011719,268.4409,6.2625,
27,10.207,0.0023437,0.0011719,268.4409,6.2626,
28,10.2259,0.0023437,0.0011719,268.4409,6.2625,
29,10.2495,0.46187,0.23211,268.4409,6.2672,
30,10.2709,0.20339,0.10287,268.4409,6.2625,
