"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,8.4287,8.4287,54.8485,10.4554,
1,0.25172,0.58121,0.58121,30.73,3.3008,
2,0.32685,0.059198,0.059198,31.5265,2.6071,
3,0.34192,0.059198,0.059198,31.5265,2.6071,
4,0.8191,0.0067252,0.0067252,31.8021,2.486,
5,0.83865,0.0067252,0.0067252,31.8021,2.486,
6,0.85195,0.0067252,0.0067252,31.8021,2.486,
7,0.86353,0.0067252,0.0067252,31.8021,2.486,
8,0.8754,0.0067252,0.0067252,31.8021,2.486,
9,0.89017,0.0067252,0.0067252,31.8021,2.486,
10,1.5114,0.00067573,0.00067573,31.9071,2.5432,
11,1.5299,0.00067573,0.00067573,31.9071,2.5432,
12,1.5495,0.00067573,0.00067573,31.9071,2.5432,
13,1.5691,0.00067573,0.00067573,31.9071,2.5432,
14,1.5918,0.00067573,0.00067573,31.9071,2.5432,
15,1.6077,0.00067573,0.00067573,31.9071,2.5432,
16,2.0521,0.00012518,0.00012518,31.9358,2.5801,
17,2.0661,0.00012518,0.00012518,31.9358,2.5801,
18,2.08,0.00012518,0.00012518,31.9358,2.5801,
19,2.0938,0.00012518,0.00012518,31.9358,2.5801,
20,2.1089,0.00012518,0.00012518,31.9358,2.5801,
21,2.1249,0.00012518,0.00012518,31.9358,2.5801,
22,2.1412,0.00012518,0.00012518,31.9358,2.5801,
23,2.1586,0.00012518,0.00012518,31.9358,2.5801,
24,2.1774,0.00012518,0.00012518,31.9358,2.5801,
25,2.2117,0.00012518,0.00012518,31.9358,2.5801,
26,2.2368,0.00012518,0.00012518,31.9358,2.5801,
27,2.26,0.00012518,0.00012518,31.9358,2.5801,
28,2.2808,0.00012518,0.00012518,31.9358,2.5801,
29,2.3031,0.00012518,0.00012518,31.9358,2.5801,
30,2.3245,0.00012518,0.00012518,31.9358,2.5801,
