"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,359.5487,359.5487,4962.7602,373.2009,
1,0.41155,0.37443,0.37443,3241.7823,39.1193,
2,0.79517,0.083557,0.083557,2990.5341,33.3371,
3,1.3088,0.02896,0.02896,2910.0305,31.0305,
4,1.7962,0.019018,0.019018,2855.5468,32.1189,
5,2.1935,0.014815,0.014815,2811.2246,28.9673,
6,2.5725,0.011546,0.011546,2782.4437,29.7361,
7,3.0398,0.0081971,0.0081971,2738.5565,29.6127,
8,3.4556,0.007019,0.007019,2712.1981,27.093,
9,3.877,0.0029285,0.0029285,2705.7535,23.9562,
10,4.2691,0.0015252,0.0015252,2690.0414,29.6884,
11,4.7102,0.0011485,0.0011485,2670.0417,24.5814,
12,5.1251,0.00087819,0.00087819,2654.4809,23.2282,
13,5.6238,0.0010976,0.0010976,2628.4958,19.368,
14,6.2131,0.00019848,0.00019848,2624.5152,19.6765,
15,6.8029,0.00014176,0.00014176,2619.3164,22.0498,
16,7.3734,0.00015291,0.00015291,2614.3126,20.8403,
17,7.9323,0.00010246,0.00010246,2611.1863,20.4786,
18,8.4006,8.6051e-05,8.6051e-05,2608.0082,21.0029,
19,8.8871,7.6632e-05,7.6632e-05,2604.9084,20.6253,
20,9.371,5.2054e-05,5.2054e-05,2601.943,21.7625,
21,9.8787,5.1732e-05,5.1732e-05,2591.2933,25.4975,
22,10.3967,1.8623e-05,1.8623e-05,2583.9135,23.388,
23,10.4068,1.3345e-05,1.3345e-05,2583.9126,23.3858,
24,10.4169,1.0073e-05,1.0073e-05,2583.9118,23.3838,
25,10.4268,7.8781e-06,7.8781e-06,2583.9108,23.3817,
26,10.4366,6.2504e-06,6.2504e-06,2583.9097,23.3796,
27,10.4509,6.0947e-06,6.0947e-06,2583.9075,23.3765,
28,10.464,1.7553e-06,1.7553e-06,2583.9085,23.3756,
29,10.4734,9.7262e-07,9.7262e-07,2583.9087,23.3752,
30,10.954,1.8476e-06,1.8476e-06,2581.2895,21.8856,
31,10.965,1.0408e-07,1.0408e-07,2581.2899,21.8855,
