"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,-10.4578,0.015332,1.374,75.9043,75.9167,
1,-13.6865,0.017335,1.017,38.5715,38.5849,
2,-9.5899,0.021685,0.87297,20.4458,20.4644,
3,-3.0739,0.026141,0.76502,7.8156,7.8529,
4,-2.3971,0.030152,0.73506,5.5516,5.6001,
5,-0.92874,0.033575,0.80424,2.1848,2.3281,
6,-0.87878,0.038348,0.71646,1.9338,2.0623,
7,-0.60264,0.041936,0.50338,0.9631,1.0867,
8,-0.4541,0.045952,0.33224,0.55249,0.64469,
9,-0.31579,0.049556,0.4218,0.072355,0.42796,
10,-0.30489,0.053442,0.29072,0.04576,0.2943,
11,-0.28634,0.056952,0.16377,0.0022856,0.16379,
12,-0.289,0.060248,0.089421,0.0005463,0.089423,
13,-0.31956,0.063626,0.035876,0.0015064,0.035907,
14,-0.36107,0.066986,0.022647,0.0033488,0.022893,
15,-0.3591,0.070559,0.02001,0.00033743,0.020012,
16,-0.42031,0.074299,0.05089,0.0076728,0.051465,
17,-0.50583,0.077723,0.024273,0.022073,0.032808,
18,-0.49449,0.080997,0.014832,0.00068064,0.014848,
19,-0.49495,0.084414,0.012845,0.00013301,0.012846,
20,-0.4953,0.08789,0.010604,5.3821e-05,0.010605,
21,-0.49551,0.091342,0.0060671,3.6525e-05,0.0060672,
22,-0.4954,0.094682,0.004,2.3701e-05,0.0040001,
23,-0.55947,0.09804,0.014044,0.019076,0.023688,
24,-0.58575,0.10146,0.01588,0.014188,0.021294,
25,-0.58127,0.10485,0.010942,0.0011125,0.010999,
26,-0.58258,0.10816,0.0061818,0.00080865,0.0062345,
27,-0.58197,0.11141,0.0062443,0.00015733,0.0062462,
28,-0.58187,0.11495,0.006384,5.8514e-05,0.0063843,
29,-0.582,0.11884,0.0060452,5.65e-05,0.0060455,
30,-0.58212,0.12214,0.0053737,3.1058e-05,0.0053738,
31,-0.58222,0.1254,0.0042249,2.9111e-05,0.004225,
32,-0.58225,0.12861,0.0032872,1.2757e-05,0.0032872,
33,-0.58224,0.13198,0.0020248,1.504e-05,0.0020249,
34,-0.5822,0.13524,0.00094035,9.0168e-06,0.0009404,
35,-0.58218,0.13847,0.0008,2.1286e-06,0.0008,
36,-0.61275,0.1418,0.0076014,0.015417,0.017189,
37,-0.60984,0.14508,0.0067111,0.0029236,0.0073202,
38,-0.60854,0.14853,0.0033808,0.0001778,0.0033855,
39,-0.60845,0.15185,0.0035567,5.191e-05,0.003557,
40,-0.60847,0.15515,0.0034485,5.0262e-05,0.0034489,
41,-0.60857,0.15843,0.002953,0.00010816,0.0029549,
42,-0.60867,0.16189,0.0017067,0.00017766,0.0017159,
43,-0.60867,0.16532,0.0022778,0.00012309,0.0022811,
44,-0.60865,0.16869,0.0021527,5.3208e-05,0.0021534,
45,-0.60866,0.17207,0.001595,2.8835e-05,0.0015953,
46,-0.60868,0.17541,0.0010255,2.1402e-05,0.0010257,
47,-0.60869,0.17874,0.00058297,9.9613e-06,0.00058305,
48,-0.6087,0.18206,0.00052355,5.892e-06,0.00052358,
49,-0.60871,0.18539,0.00032656,2.859e-06,0.00032657,
50,-0.60871,0.18876,0.0001876,1.3376e-06,0.0001876,
51,-0.60871,0.19216,0.00016,2.4858e-07,0.00016,
52,-0.61683,0.19593,0.0077948,0.0046134,0.0090577,
53,-0.61636,0.19945,0.0055731,0.0026202,0.0061583,
54,-0.61503,0.20293,0.0038229,0.00031589,0.0038359,
55,-0.61487,0.20643,0.0037416,5.8257e-05,0.003742,
56,-0.61486,0.20997,0.0021034,4.4526e-05,0.0021039,
57,-0.61484,0.21352,0.0007496,6.0678e-06,0.00074962,
58,-0.61483,0.21707,0.00037674,6.769e-07,0.00037674,
59,-0.61484,0.22056,0.00015086,4.4562e-07,0.00015086,
60,-0.61484,0.22434,4.3886e-05,2.2863e-07,4.3886e-05,
61,-0.61484,0.22942,3.2e-05,3.2811e-08,3.2e-05,
62,-0.61651,0.2344,0.0012745,0.00084283,0.001528,
63,-0.61608,0.23952,0.0014189,6.1691e-05,0.0014202,
64,-0.61606,0.24484,0.00099578,5.7902e-06,0.0009958,
65,-0.61606,0.24988,0.00036152,5.5249e-06,0.00036157,
66,-0.61605,0.25472,0.00012557,8.2566e-07,0.00012557,
67,-0.61605,0.25954,7.6845e-05,5.1336e-07,7.6846e-05,
68,-0.61605,0.2643,4.7995e-05,1.7647e-07,4.7995e-05,
69,-0.61605,0.26905,2.5731e-05,3.5178e-08,2.5731e-05,
70,-0.61605,0.27402,1.7966e-05,1.4759e-08,1.7966e-05,
71,-0.61605,0.2788,9.4926e-06,8.1106e-09,9.4926e-06,
72,-0.61605,0.28349,6.4e-06,2.1619e-09,6.4e-06,
73,-0.61633,0.28805,0.0002188,7.2042e-05,0.00023036,
74,-0.61629,0.2928,0.00013223,1.0185e-06,0.00013224,
75,-0.61629,0.29769,3.2002e-05,9.4632e-08,3.2002e-05,
76,-0.61629,0.30242,2.1208e-05,3.8613e-08,2.1208e-05,
77,-0.61629,0.30729,8.5866e-06,9.5972e-09,8.5866e-06,
78,-0.61629,0.31225,4.5452e-06,2.4849e-09,4.5452e-06,
79,-0.61629,0.31714,1.9342e-06,2.4469e-10,1.9342e-06,
80,-0.61629,0.32274,1.3672e-06,1.4064e-10,1.3672e-06,
81,-0.61629,0.32861,1.28e-06,3.3802e-11,1.28e-06,
82,-0.61634,0.33461,8.596e-05,3.2945e-06,8.6023e-05,
83,-0.61634,0.33983,1.671e-05,9.1106e-08,1.671e-05,
84,-0.61634,0.34482,6.9548e-06,2.5465e-09,6.9548e-06,
85,-0.61634,0.34995,4.1593e-06,4.7449e-10,4.1593e-06,
86,-0.61634,0.35509,1.4167e-06,1.7094e-10,1.4167e-06,
87,-0.61634,0.36017,8.4239e-07,5.2391e-11,8.4239e-07,
88,-0.61634,0.36527,3.0865e-07,6.0618e-12,3.0865e-07,
89,-0.61634,0.37033,2.56e-07,1.3012e-12,2.56e-07,
90,-0.61635,0.37549,1.1124e-05,1.992e-07,1.1125e-05,
91,-0.61635,0.38059,5.7514e-06,8.3353e-09,5.7514e-06,
92,-0.61635,0.38575,1.6158e-06,2.1442e-10,1.6158e-06,
93,-0.61635,0.3909,7.7579e-07,3.0422e-11,7.7579e-07,
94,-0.61635,0.39594,3.0251e-07,9.6447e-12,3.0251e-07,
95,-0.61635,0.40098,1.0044e-07,8.4643e-13,1.0044e-07,
96,-0.61635,0.40638,7.8484e-08,1.5232e-13,7.8484e-08,
